,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 25, 2021 - 14:20 BSTWorld's Edge MajorPushers Game of Drones SeComportaYa","Round 1 Round 1 September 25, 2021 - 14:20 BSTWorld's Edge MajorPushers Game of Drones SeComportaYa","Round 2 Round 2 September 25, 2021 - 14:55 BSTWorld's Edge SUCCUBUS Game of Drones MajorPushers","Round 2 Round 2 September 25, 2021 - 14:55 BSTWorld's Edge SUCCUBUS Game of Drones MajorPushers","Round 3 Round 3 September 25, 2021 - 15:30 BSTWorld's Edge MajorPushers SUCCUBUS TRIHARD","Round 3 Round 3 September 25, 2021 - 15:30 BSTWorld's Edge MajorPushers SUCCUBUS TRIHARD","Round 4 Round 4 September 25, 2021 - 16:05 BSTWorld's Edge Chichivica NotoriousFamily MajorPushers","Round 4 Round 4 September 25, 2021 - 16:05 BSTWorld's Edge Chichivica NotoriousFamily MajorPushers"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,MP,69,1,15,3,2,1,9,3,5
1,2.0,GOD,64,2,12,2,17,10,3,6,9
2,3.0,SCBS,49,13,3,1,11,2,2,4,6
3,4.0,CHI,37,9,1,5,7,6,0,1,8
4,5.0,SCTA,32,3,3,20,0,4,7,10,8
5,6.0,ORCL,26,4,0,4,8,9,3,9,1
6,7.0,SLAP,22,11,9,17,0,7,8,13,0
7,8.0,TRIHARD,21,20,0,6,0,3,10,16,1
8,9.0,NotoriousFamily,19,7,0,13,0,11,0,2,5
9,10.0,Senshi,13,6,4,14,1,8,1,11,0
10,11.0,Kryptic,13,5,2,7,3,18,0,15,0
11,12.0,TRIADA,13,15,1,8,0,5,1,7,1
12,13.0,ZAB,12,10,3,18,0,20,0,5,3
13,14.0,2ege1college,10,8,0,12,2,12,4,17,0
14,15.0,Moin Myster,8,12,0,10,2,15,1,14,0
15,16.0,superdumplings,6,19,0,15,0,19,0,8,3
16,17.0,Backstabberinos,4,14,0,16,0,17,3,18,0
17,18.0,BLB,4,17,0,19,1,13,2,20,0
18,19.0,DaWinx,4,18,0,9,0,16,1,19,1
19,20.0,plugged off life,4,16,0,11,1,14,0,12,0
