,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 2, 2021 - 14:20 BSTWorld's Edge FIGVAM TRIHARD TRIPLEU","Round 1 Round 1 October 2, 2021 - 14:20 BSTWorld's Edge FIGVAM TRIHARD TRIPLEU","Round 2 Round 2 October 2, 2021 - 14:55 BSTWorld's Edge TRIHARD Skill Gap Squirtle Squad","Round 2 Round 2 October 2, 2021 - 14:55 BSTWorld's Edge TRIHARD Skill Gap Squirtle Squad","Round 3 Round 3 October 2, 2021 - 15:30 BSTWorld's Edge FIGVAM Fluffy Bunnies Uchinix","Round 3 Round 3 October 2, 2021 - 15:30 BSTWorld's Edge FIGVAM Fluffy Bunnies Uchinix","Round 4 Round 4 October 2, 2021 - 16:05 BSTWorld's Edge Amaterasu Fluffy Bunnies iEnvy Gaming","Round 4 Round 4 October 2, 2021 - 16:05 BSTWorld's Edge Amaterasu Fluffy Bunnies iEnvy Gaming"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,FV,70,1,23,11,0,1,20,13,1
1,2.0,TRIHARD,50,2,4,1,8,4,7,14,4
2,3.0,Aspirateur,37,5,0,5,11,7,9,6,3
3,4.0,Fluffy Bunnies,33,17,2,9,2,2,5,2,4
4,5.0,Amaterasu,32,4,0,10,0,18,0,1,13
5,6.0,Uchinix,29,15,1,8,4,3,4,5,6
6,7.0,Hope Die Last,21,6,3,4,9,11,0,19,0
7,8.0,TRIPLEU,21,3,8,15,0,6,1,15,0
8,9.0,6bnt,19,9,4,18,1,5,4,11,3
9,10.0,iEnvy,18,16,0,12,2,12,0,3,7
10,11.0,Arigato 4 pts,17,12,2,14,3,8,3,12,4
11,12.0,Skill Gap,15,11,0,2,3,16,0,16,2
12,13.0,Squirtle Squad,15,13,1,3,4,17,0,9,0
13,14.0,Sheriffs,11,8,3,19,0,19,0,7,3
14,15.0,Simply_E_Sports,11,10,0,17,0,10,0,4,2
15,16.0,21cm,10,19,1,13,3,13,1,18,3
16,17.0,MYSTERY TEAM,10,18,0,7,4,14,0,8,0
17,18.0,Mat For Victory,8,14,0,6,1,15,0,10,0
18,19.0,3 Uomini 1 Gamba,6,7,0,16,0,9,0,17,1
19,20.0,EniGma,0,20,0,20,0,20,0,20,0
