,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 24, 2021 - 12:00 PDTWorld's Edge LonelyFans Code Cloud Patrón","Round 1 Round 1 October 24, 2021 - 12:00 PDTWorld's Edge LonelyFans Code Cloud Patrón","Round 2 Round 2 October 24, 2021 - 12:35 PDTWorld's Edge Unknown Warriors Onyx Gaming 2Rollers1Mouse","Round 2 Round 2 October 24, 2021 - 12:35 PDTWorld's Edge Unknown Warriors Onyx Gaming 2Rollers1Mouse","Round 3 Round 3 October 24, 2021 - 13:10 PDTWorld's Edge 1MAG 2Rollers1Mouse Unknown Warriors","Round 3 Round 3 October 24, 2021 - 13:10 PDTWorld's Edge 1MAG 2Rollers1Mouse Unknown Warriors","Round 4 Round 4 October 24, 2021 - 13:45 PDTWorld's Edge Chicken Coop Esports Unknown Warriors 2Rollers1Mouse","Round 4 Round 4 October 24, 2021 - 13:45 PDTWorld's Edge Chicken Coop Esports Unknown Warriors 2Rollers1Mouse"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,Unknown Warriors,62,12,0,1,8,3,15,2,10
1,2.0,2R1M,34,19,0,3,1,2,3,3,7
2,3.0,Onyx,32,5,2,2,11,8,4,16,0
3,4.0,LF,32,1,13,6,1,7,0,20,0
4,5.0,1MAG,31,16,1,17,0,1,13,8,3
5,6.0,CCE,31,10,0,9,0,9,1,1,12
6,7.0,Code Cloud,29,2,11,7,3,12,0,15,1
7,8.0,Select,26,6,11,10,7,16,3,18,0
8,9.0,ING,25,13,2,11,7,4,8,14,0
9,10.0,Sussy Bakas,23,8,3,4,7,18,0,9,4
10,11.0,SLS,22,14,5,14,3,11,0,4,6
11,12.0,Patrón,17,3,3,8,2,10,0,11,0
12,13.0,Exoterran X,15,4,4,12,0,19,0,5,1
13,14.0,Dojo,13,7,1,5,1,14,2,13,0
14,15.0,Compulsive,12,20,0,20,0,6,4,6,2
15,16.0,VHS,10,11,0,13,0,5,0,12,3
16,17.0,hi rollers,8,17,1,19,1,17,0,10,4
17,18.0,ShameAssist,5,18,0,16,0,15,0,7,1
18,19.0,Manifest,4,9,0,15,0,13,0,19,0
19,20.0,wingBatClan,1,15,0,18,0,20,0,17,0
