,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 March 27, 2022 - 17:30 EDTWorld's Edge GasStationGaming ZLB InnerNerdGaming","Round 1 Round 1 March 27, 2022 - 17:30 EDTWorld's Edge GasStationGaming ZLB InnerNerdGaming","Round 2 Round 2 March 27, 2022 - 18:00 EDTWorld's Edge Money Miners Northern Forces iRL","Round 2 Round 2 March 27, 2022 - 18:00 EDTWorld's Edge Money Miners Northern Forces iRL","Round 3 Round 3 March 27, 2022 - 18:30 EDTWorld's Edge Northern Forces Stick Drift Op ZLB","Round 3 Round 3 March 27, 2022 - 18:30 EDTWorld's Edge Northern Forces Stick Drift Op ZLB","Round 4 Round 4 March 27, 2022 - 19:00 EDTStorm Point TPM GasStationGaming ZLB","Round 4 Round 4 March 27, 2022 - 19:00 EDTStorm Point TPM GasStationGaming ZLB","Round 5 Round 5 March 27, 2022 - 19:30 EDTStorm Point GasStationGaming Abstinence TPM","Round 5 Round 5 March 27, 2022 - 19:30 EDTStorm Point GasStationGaming Abstinence TPM","Round 6 Round 6 March 27, 2022 - 20:00 EDTStorm Point TPM Eclectiq Abstinence","Round 6 Round 6 March 27, 2022 - 20:00 EDTStorm Point TPM Eclectiq Abstinence"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,GSG,78,1,8,10,2,6,3,2,9,1,11,4,2
1,2.0,MM,66,6,5,1,10,16,0,6,11,8,11,5,5
2,3.0,TPM,61,14,4,16,0,13,2,1,9,3,4,1,9
3,4.0,ZLB,50,2,9,11,3,3,3,3,1,6,4,8,1
4,5.0,North,46,10,1,2,3,1,14,19,0,11,0,14,3
5,6.0,SDO,44,4,1,4,5,2,8,11,3,17,0,7,4
6,7.0,ING,41,3,5,5,3,5,8,14,0,9,3,15,3
7,8.0,EQ,39,15,4,17,0,14,4,4,5,16,0,2,10
8,9.0,CCE UCX,38,5,6,6,13,8,6,16,0,19,0,10,2
9,10.0,iRL,30,7,9,3,5,12,0,15,2,15,1,19,0
10,11.0,ABST,29,17,0,13,0,11,0,18,0,2,7,3,4
11,12.0,OYO,24,11,3,19,0,4,5,13,2,7,0,9,2
12,13.0,CIMJ,23,16,2,14,3,9,2,7,3,14,4,17,2
13,14.0,EX,23,13,0,18,0,7,1,8,3,5,2,6,4
14,15.0,CDE,23,8,0,8,4,10,0,9,0,4,5,11,0
15,16.0,FBOSS,19,18,0,9,1,15,0,5,5,10,0,13,3
16,17.0,IRONIC,11,9,0,15,3,19,0,12,2,13,0,16,1
17,18.0,BABL,10,19,0,20,0,20,0,10,0,12,3,12,3
18,19.0,Neko Arc,6,12,0,7,2,17,0,20,0,20,0,20,0
19,20.0,BBB,3,20,1,12,0,18,0,17,1,18,0,18,0
