,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 March 27, 2022 - 15:00 EDTStorm Point Final Boss Barrels Blazing Stick Drift Op","Round 1 Round 1 March 27, 2022 - 15:00 EDTStorm Point Final Boss Barrels Blazing Stick Drift Op","Round 2 Round 2 March 27, 2022 - 15:30 EDTStorm Point Stick Drift Op Abstinence TPM","Round 2 Round 2 March 27, 2022 - 15:30 EDTStorm Point Stick Drift Op Abstinence TPM","Round 3 Round 3 March 27, 2022 - 16:00 EDTWorld's Edge Eclectiq Barrels Blazing ZLB","Round 3 Round 3 March 27, 2022 - 16:00 EDTWorld's Edge Eclectiq Barrels Blazing ZLB","Round 4 Round 4 March 27, 2022 - 16:30 EDTWorld's Edge Eclectiq Exolved Esports The Stoop","Round 4 Round 4 March 27, 2022 - 16:30 EDTWorld's Edge Eclectiq Exolved Esports The Stoop"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,EQ,72,6,10,12,4,1,23,1,7
1,2.0,SDO,47,3,7,1,11,8,4,7,1
2,3.0,TPM,39,4,5,3,4,19,1,4,12
3,4.0,FBOSS,37,1,11,4,3,14,1,12,3
4,5.0,EX,31,7,1,18,0,4,4,2,9
5,6.0,BABL,31,2,8,16,0,2,1,14,3
6,7.0,GSG,25,13,0,6,5,6,6,5,3
7,8.0,ABST,24,10,0,2,8,9,2,11,0
8,9.0,ZLB,20,5,1,10,2,3,4,18,0
9,10.0,Neko Arc,16,12,3,8,8,17,0,9,0
10,11.0,UORG,14,8,3,15,1,10,4,15,0
11,12.0,ABW,14,11,0,5,0,18,0,6,6
12,13.0,Miami,13,16,3,11,1,16,0,8,6
13,14.0,Stoop,13,20,0,19,3,11,0,3,2
14,15.0,OSU Esports,10,18,0,13,2,5,2,19,1
15,16.0,ill,9,19,0,9,5,15,1,16,0
16,17.0,B&C,9,9,2,17,0,7,0,10,0
17,18.0,PÂTÉ,8,15,3,14,1,13,1,17,0
18,19.0,TSin,5,14,1,20,1,20,0,13,1
19,20.0,Tuguy,5,17,0,7,0,12,1,20,0
