Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,AWL,85,6,3,1,15,1,9,10,7,12,2,2,10
2.0,SMS,72,8,4,3,5,14,0,1,13,1,10,6,3
3.0,TREX,59,3,3,2,5,9,3,9,2,2,5,4,7
4.0,backseat,55,10,5,8,1,2,9,4,6,6,8,10,3
5.0,SSD,45,1,10,15,2,8,2,18,1,17,0,3,8
6.0,HKE,38,7,4,16,4,16,0,2,11,5,3,16,0
7.0,WLS,34,11,7,7,5,13,5,8,4,15,3,18,2
8.0,SJP2,34,4,6,17,0,11,0,7,1,8,7,5,5
9.0,Steamroller,33,2,8,9,0,6,0,5,0,10,1,7,1
10.0,SCTA,30,13,3,11,0,19,1,11,1,18,0,1,10
11.0,INS,29,17,0,5,7,3,5,6,0,16,1,9,0
12.0,6bnt,26,5,1,12,3,17,2,12,2,3,3,13,1
13.0,Uchinix,25,20,0,4,0,4,5,20,0,9,2,11,5
14.0,DOT,23,16,0,6,1,5,2,3,5,20,0,15,0
15.0,CRAZYx3,22,12,2,13,3,18,1,13,1,4,6,19,1
16.0,HNY,21,9,2,18,0,20,0,17,6,7,6,12,1
17.0,GOD,16,14,1,10,1,7,4,14,0,14,0,8,0
18.0,PRSTS,14,19,0,19,3,12,8,16,1,13,0,20,0
19.0,BLANK,14,15,0,14,1,10,1,19,0,11,1,14,5
20.0,SPPI,6,18,0,20,0,15,4,15,0,19,0,17,0
