Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,Chimera,114,2,13,3,11,2,16,1,21,8,5,3,2
2.0,Blagueur,107,1,10,1,13,9,5,8,3,2,10,1,17
3.0,BrazilianTopTeam,74,19,2,7,7,1,16,11,3,4,4,2,12
4.0,TCS,52,9,6,8,5,4,3,3,9,12,5,13,6
5.0,AK47,36,18,0,10,5,10,2,15,0,1,10,12,1
6.0,FourG Team,31,5,1,14,0,3,2,2,0,17,0,4,2
7.0,sFx,30,3,5,13,3,18,0,4,5,19,0,11,3
8.0,KDT - Amber,28,13,2,19,0,6,1,6,6,16,3,7,6
9.0,Taichi Horror,27,4,5,5,0,7,3,13,0,7,0,6,0
10.0,Z Gravity,27,10,0,2,3,8,0,5,0,6,0,5,0
11.0,RAV,24,8,0,9,1,12,0,9,0,3,7,8,0
12.0,PouKaBala,15,6,2,11,0,19,0,19,0,5,2,10,1
13.0,Swift Movements,13,15,0,18,0,17,1,10,3,9,2,9,0
14.0,No Regrets,12,16,0,4,0,11,0,7,2,15,0,17,0
15.0,Vino con Pritty,11,7,0,15,1,15,1,16,1,10,1,18,0
16.0,Legión de monos,8,11,2,12,0,14,0,12,0,14,0,14,0
17.0,MASE,6,14,0,16,0,5,0,18,0,18,0,16,1
18.0,LostSoulsDreamer,6,12,0,6,0,16,0,14,0,11,0,20,0
19.0,Tharsis,4,17,0,17,0,13,0,17,0,13,1,15,0
