,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 April 10, 2022 - 17:30 EDTWorld's Edge SHEEEEEEESH Redeem Running Late","Round 1 Round 1 April 10, 2022 - 17:30 EDTWorld's Edge SHEEEEEEESH Redeem Running Late","Round 2 Round 2 April 10, 2022 - 18:00 EDTWorld's Edge PAF Running Late Northern Forces","Round 2 Round 2 April 10, 2022 - 18:00 EDTWorld's Edge PAF Running Late Northern Forces","Round 3 Round 3 April 10, 2022 - 18:30 EDTWorld's Edge BLVKHVND unORGanized The Snowmen","Round 3 Round 3 April 10, 2022 - 18:30 EDTWorld's Edge BLVKHVND unORGanized The Snowmen","Round 4 Round 4 April 10, 2022 - 19:00 EDTStorm Point Void unORGanized CAA","Round 4 Round 4 April 10, 2022 - 19:00 EDTStorm Point Void unORGanized CAA","Round 5 Round 5 April 10, 2022 - 19:30 EDTStorm Point CAA Void BLVKHVND","Round 5 Round 5 April 10, 2022 - 19:30 EDTStorm Point CAA Void BLVKHVND","Round 6 Round 6 April 10, 2022 - 20:00 EDTStorm Point Redeem SHEEEEEEESH CAA","Round 6 Round 6 April 10, 2022 - 20:00 EDTStorm Point Redeem SHEEEEEEESH CAA"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,HVND,72,6,11,15,2,1,19,6,5,3,5,12,3
1,2.0,VOID,64,7,8,14,1,19,0,1,7,2,12,4,6
2,3.0,CAA,62,16,0,11,3,9,6,3,7,1,9,3,8
3,4.0,SHEESH,62,1,5,13,5,6,5,7,10,4,1,2,3
4,5.0,RL,55,3,5,2,6,7,5,10,3,7,2,5,6
5,6.0,RDM,51,2,8,17,0,10,0,4,3,11,1,1,10
6,7.0,SNOW,40,8,4,7,1,3,7,20,0,14,9,7,3
7,8.0,North,39,17,0,3,7,4,4,9,2,5,3,11,4
8,9.0,UORG,37,13,1,8,0,2,6,2,5,10,0,10,0
9,10.0,ChadP,29,4,1,4,3,15,0,13,0,8,4,14,6
10,11.0,CDE,24,20,0,6,6,12,0,5,5,6,0,9,0
11,12.0,PAF,23,19,0,1,9,8,0,19,0,18,0,19,0
12,13.0,CBM,21,5,1,18,0,5,3,17,0,15,3,8,3
13,14.0,PG,19,15,2,9,4,13,0,12,1,13,3,13,2
14,15.0,OSU Esports,17,12,0,10,2,14,0,8,2,9,1,6,1
15,16.0,RAWR,16,9,5,5,2,16,0,16,3,19,0,20,0
16,17.0,MBS,9,14,3,19,0,17,0,18,0,12,3,15,0
17,18.0,IGNORE,8,10,0,20,0,18,2,15,3,17,0,18,0
18,19.0,ASH,7,18,0,16,3,20,0,14,0,16,0,16,3
19,20.0,PepegaBakeryInc,6,11,1,12,0,11,0,11,1,20,0,17,0
