,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 April 16, 2022 - 16:00 SGTWorld's Edge MDY Black Lowkey (Filipino team) Dynamite","Round 1 Round 1 April 16, 2022 - 16:00 SGTWorld's Edge MDY Black Lowkey (Filipino team) Dynamite","Round 2 Round 2 April 16, 2022 - 16:35 SGTWorld's Edge MDY Black DRG AIC WIBU","Round 2 Round 2 April 16, 2022 - 16:35 SGTWorld's Edge MDY Black DRG AIC WIBU","Round 3 Round 3 April 16, 2022 - 17:10 SGTWorld's Edge Systematic CHILL OUT Lowkey (Filipino team)","Round 3 Round 3 April 16, 2022 - 17:10 SGTWorld's Edge Systematic CHILL OUT Lowkey (Filipino team)","Round 4 Round 4 April 16, 2022 - 17:45 SGTStorm Point DRG CHILL OUT AIC WIBU","Round 4 Round 4 April 16, 2022 - 17:45 SGTStorm Point DRG CHILL OUT AIC WIBU","Round 5 Round 5 April 16, 2022 - 18:20 SGTStorm Point ZeroTwo DRG InspirationX","Round 5 Round 5 April 16, 2022 - 18:20 SGTStorm Point ZeroTwo DRG InspirationX","Round 6 Round 6 April 16, 2022 - 18:55 SGTStorm Point","Round 6 Round 6 April 16, 2022 - 18:55 SGTStorm Point"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,MDYB,72,1,19,1,12,11,3,4,3,12,3,12,0
1,2.0,DRG,68,5,5,2,5,4,2,1,6,2,10,13,0
2,3.0,CHILL,53,12,0,6,6,2,3,2,4,8,0,4,11
3,4.0,Sanity,43,9,1,5,6,6,1,12,0,5,3,1,6
4,5.0,Bots,42,10,0,0,0,0,0,5,13,4,12,9,4
5,6.0,Systematic,42,6,1,4,2,1,9,10,0,10,0,6,3
6,7.0,ZeroTwo,35,7,0,12,0,5,4,7,1,1,6,11,0
7,8.0,INX,33,8,1,10,0,10,0,13,0,3,3,2,6
8,9.0,AIC WIBU,33,11,0,3,1,7,0,3,4,6,0,3,0
9,10.0,KMF,30,4,4,11,0,9,6,6,3,13,0,7,2
10,11.0,DYN,27,3,2,7,0,8,1,8,1,7,0,5,2
11,12.0,Lowkey,27,2,2,9,0,3,3,11,0,11,0,8,0
12,13.0,PWLS,10,13,0,8,0,12,0,9,0,9,0,10,0
13,14.0,DREAM,0,0,0,0,0,0,0,0,0,0,0,0,0
14,15.0,DESI,0,0,0,0,0,0,0,0,0,0,0,0,0
15,16.0,END2,0,0,0,0,0,0,0,0,0,0,0,0,0
16,17.0,YFM,0,0,0,0,0,0,0,0,0,0,0,0,0
17,18.0,姐妹花,0,0,0,0,0,0,0,0,0,0,0,0,0
