Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,eGIRLS,79,1,16,6,4,1,9,5,5,4,2,4,2
2.0,DICA,77,4,1,1,3,10,2,1,5,3,5,1,11
3.0,SP,57,7,0,7,2,9,3,8,4,1,18,5,4
4.0,HARD,57,2,6,8,2,7,0,3,8,5,2,2,5
5.0,QUAS,57,6,0,3,5,3,7,2,5,2,2,7,0
6.0,PVP,39,8,2,5,0,2,5,4,0,10,0,3,3
7.0,Tharsis,32,9,4,2,8,8,0,7,0,9,0,10,0
8.0,TERM,25,5,2,4,3,5,0,9,0,7,0,8,0
9.0,LEO,22,3,0,11,0,4,0,6,2,8,0,9,0
10.0,RWA,15,11,0,10,0,6,0,10,1,6,0,6,0
11.0,WTN,10,10,1,9,1,11,1,11,0,11,0,0,0
