Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,GOB-ARH,66,112,1515,29,1212,54,66,82,66,Lobby 1
2.0,EMM,50,131,22,92,77,63,77,112,1616,Lobby 1
3.0,CKB,44,29,33,112,1212,92,22,131,33,Lobby 1
4.0,DESI,38,54,55,45,55,37,11,37,44,Lobby 1
5.0,DNT,33,141,0,54,0,112,99,45,22,Lobby 1
6.0,Just Send It,33,92,44,37,11,45,33,29,22,Lobby 1
7.0,姐妹花,23,37,88,102,33,102,0,111,0,Lobby 1
8.0,Systematic,20,63,11,73,0,29,22,92,0,Lobby 1
9.0,The Legend Pride,14,45,0,82,0,111,0,73,33,Lobby 1
10.0,Bit of Trolling,12,102,0,151,0,73,22,63,11,Lobby 1
11.0,RNG,10,111,0,131,0,121,22,102,33,Lobby 1
12.0,SkarptSinne,10,151,0,141,0,82,22,121,33,Lobby 1
13.0,Monkey Predator,9,73,0,121,0,131,33,151,0,Lobby 1
14.0,BTCxWGG,8,82,0,63,11,141,0,141,0,Lobby 1
15.0,Kardinals,7,121,0,111,0,151,0,54,0,Lobby 1
1.0,END,57,37,77,29,1111,131,33,29,1010,Lobby 2
2.0,IFPD,48,112,1010,63,22,111,0,112,88,Lobby 2
3.0,MDY.W,42,73,44,45,66,112,66,92,44,Lobby 2
4.0,DVG,30,63,33,112,88,200,0,121,33,Lobby 2
5.0,MXT,29,82,0,92,0,29,99,45,22,Lobby 2
6.0,LVTHN,27,111,0,141,11,37,33,37,77,Lobby 2
7.0,Ryz.SEA,24,102,33,131,44,54,55,63,22,Lobby 2
8.0,No Mental,23,54,44,82,0,121,11,54,77,Lobby 2
9.0,Juiced,23,141,0,37,44,45,55,111,0,Lobby 2
10.0,OC,18,131,22,102,66,141,22,102,22,Lobby 2
11.0,Soosmar slayer,18,45,55,121,11,73,33,160,0,Lobby 2
12.0,Andong Society,18,92,22,73,0,63,44,73,11,Lobby 2
13.0,BABYRANK,14,29,22,200,0,102,0,131,0,Lobby 2
14.0,Musicz,9,121,0,54,0,92,11,151,0,Lobby 2
15.0,Lags Fault,6,151,0,111,0,82,0,82,0,Lobby 2
16.0,LightSaber,3,160,0,151,0,151,0,141,0,Lobby 2
1.0,Antiaa,68,63,44,37,77,112,1010,112,1313,Lobby 3
2.0,HpyRogKut,40,29,33,112,1010,82,33,121,0,Lobby 3
3.0,LH,39,112,1010,131,11,29,22,54,0,Lobby 3
4.0,DYN,35,45,55,63,11,73,66,73,99,Lobby 3
5.0,Inferno DRT,33,37,33,29,33,92,22,45,22,Lobby 3
6.0,Multicultural,30,73,88,73,0,102,33,92,99,Lobby 3
7.0,Sigma Gamers,28,131,0,54,1313,111,22,63,44,Lobby 3
8.0,GOD OF DREAM,17,82,0,151,0,37,44,111,22,Lobby 3
9.0,Chima,17,54,0,92,11,45,33,102,0,Lobby 3
10.0,LAG,17,92,0,45,0,121,0,29,0,Lobby 3
11.0,Sayu Supermacy,15,121,0,82,22,63,0,37,0,Lobby 3
12.0,Informal Squad,9,111,0,141,0,54,11,82,0,Lobby 3
13.0,eSports Academy,7,141,0,102,0,141,0,141,22,Lobby 3
14.0,B.Headed,5,102,0,111,0,131,0,131,0,Lobby 3
15.0,Wingbow,3,200,0,121,0,151,0,151,0,Lobby 3
16.0,Phantom Trigger,0,200,0,200,0,200,0,200,0,Lobby 3
1.0,DREAM,76,112,1414,29,77,112,77,29,66,Lobby 4
2.0,BOG,48,92,66,112,88,121,0,112,77,Lobby 4
3.0,Job Seekers,41,45,44,63,66,54,88,54,77,Lobby 4
4.0,OGL,37,102,11,37,22,37,66,37,55,Lobby 4
5.0,Lowkey,26,54,33,102,33,45,55,111,33,Lobby 4
6.0,Quentiam,25,82,44,82,33,160,22,45,77,Lobby 4
7.0,X SPLITS,25,29,44,54,11,141,22,73,11,Lobby 4
8.0,EVO.Supreme,20,160,0,92,33,29,66,160,0,Lobby 4
9.0,SLA,19,37,33,151,0,73,0,63,22,Lobby 4
10.0,Miss Click,15,141,33,45,44,151,0,151,0,Lobby 4
11.0,AU Skyrise,14,121,0,73,44,111,0,82,33,Lobby 4
12.0,HWG,12,151,0,121,11,131,66,131,11,Lobby 4
13.0,LNW,12,73,22,111,0,82,11,102,11,Lobby 4
14.0,FamBam Guild,9,63,0,131,0,102,0,92,11,Lobby 4
15.0,Gremory,8,131,0,141,0,63,22,141,0,Lobby 4
16.0,Freedom,6,111,11,160,0,92,0,121,11,Lobby 4
