,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 9, 2021 - 14:20 JSTWorld's Edge Jadeite TEQWING Marine","Round 1 Round 1 October 9, 2021 - 14:20 JSTWorld's Edge Jadeite TEQWING Marine","Round 2 Round 2 October 9, 2021 - 14:55 JSTWorld's Edge Radical Pop Gaming Syth Gaming D4RK Esports","Round 2 Round 2 October 9, 2021 - 14:55 JSTWorld's Edge Radical Pop Gaming Syth Gaming D4RK Esports","Round 3 Round 3 October 9, 2021 - 16:05 JSTWorld's Edge EXiA Gaming Korea Syth Gaming Radical Pop Gaming","Round 3 Round 3 October 9, 2021 - 16:05 JSTWorld's Edge EXiA Gaming Korea Syth Gaming Radical Pop Gaming","Round 4 Round 4 October 9, 2021 - 16:40 JSTWorld's Edge Team Nature Marine LandMarkGondola","Round 4 Round 4 October 9, 2021 - 16:40 JSTWorld's Edge Team Nature Marine LandMarkGondola","Round 5 Round 5 October 9, 2021 - 17:15 JSTWorld's Edge United Crew γ Syth Gaming Jadeite","Round 5 Round 5 October 9, 2021 - 17:15 JSTWorld's Edge United Crew γ Syth Gaming Jadeite","Round 6 Round 6 October 9, 2021 - 19:35 JSTWorld's Edge Marine Team Nature D4RK Esports","Round 6 Round 6 October 9, 2021 - 19:35 JSTWorld's Edge Marine Team Nature D4RK Esports"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,NAT,69,4,8,5,1,10,4,1,7,10,4,2,11
1,2.0,RPG,65,5,2,1,7,3,7,4,4,5,2,4,6
2,3.0,SYTH,60,18,0,2,16,2,7,11,1,2,3,5,1
3,4.0,Marine,57,3,5,20,1,13,2,2,8,17,1,1,11
4,5.0,EXiA KR,47,7,8,14,4,1,10,15,0,14,3,16,4
5,6.0,UC,46,14,0,12,6,5,6,18,3,1,11,9,0
6,7.0,D4RK,45,10,6,3,9,18,4,14,2,18,0,3,7
7,8.0,JDT,44,1,7,6,0,11,4,10,0,3,3,7,2
8,9.0,TW,35,2,2,17,3,16,0,6,9,8,6,12,0
9,10.0,LandMarkGondola,30,17,0,19,1,7,1,3,10,6,3,8,0
10,11.0,HE,28,8,11,10,1,8,4,17,0,12,2,13,2
11,12.0,FA Club FUG,28,11,2,13,2,12,6,19,0,4,7,10,1
12,13.0,Fujii Gaming,23,9,0,7,2,14,3,12,1,15,2,14,6
13,14.0,ENG,21,12,0,11,0,4,3,7,3,16,0,6,2
14,15.0,Zenith,17,19,3,4,3,17,0,13,3,19,0,11,1
15,16.0,TSURUGI,17,15,0,18,0,6,0,5,3,7,3,19,0
16,17.0,HIT,13,6,5,15,0,9,0,16,2,20,0,20,0
17,18.0,ARZ,9,13,0,9,0,15,1,20,0,9,0,18,2
18,19.0,Ignition,7,16,0,8,1,20,0,9,0,13,0,15,0
19,20.0,RUG,4,20,0,16,0,19,0,8,0,11,1,17,0
