,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 2, 2021 - 14:20 PDTWorld's Edge SHEEEEEESHMissing: Estrals Esports Sign Us Please","Round 1 Round 1 October 2, 2021 - 14:20 PDTWorld's Edge SHEEEEEESHMissing: Estrals Esports Sign Us Please","Round 2 Round 2 October 2, 2021 - 14:55 PDTWorld's Edge Titanes CasualsMissing: zach's chest hair","Round 2 Round 2 October 2, 2021 - 14:55 PDTWorld's Edge Titanes CasualsMissing: zach's chest hair","Round 3 Round 3 October 2, 2021 - 15:30 PDTWorld's Edge xD My Neck My Back SHEEEEEEESH","Round 3 Round 3 October 2, 2021 - 15:30 PDTWorld's Edge xD My Neck My Back SHEEEEEEESH","Round 4 Round 4 October 2, 2021 - 16:05 PDTWorld's Edge SHEEEEEEESH ActionFiveNews Wonderboys","Round 4 Round 4 October 2, 2021 - 16:05 PDTWorld's Edge SHEEEEEEESH ActionFiveNews Wonderboys"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,SHEESH,74,1,13,4,6,3,6,1,13
1,2.0,My Neck My Back,47,10,4,7,12,2,17,18,0
2,3.0,CAS,33,8,6,2,8,13,3,12,3
3,4.0,Wonderboys,28,11,3,12,1,4,7,3,3
4,5.0,xD,28,19,1,16,0,1,5,5,6
5,6.0,SUP,27,3,9,18,2,10,2,11,4
6,7.0,Titanes,25,16,0,1,6,16,0,6,4
7,8.0,EST,25,2,1,5,3,7,1,7,1
8,9.0,Sussy Bakas,21,5,0,15,0,9,1,4,8
9,10.0,ActionFiveNews,21,6,1,17,0,15,3,2,4
10,11.0,Zero Creativity,19,4,7,9,1,14,0,9,1
11,12.0,Zachs Chest Hair,14,15,0,3,3,11,0,8,0
12,13.0,NM,13,13,0,14,5,5,2,17,0
13,14.0,RLP,13,9,1,6,0,6,4,16,0
14,15.0,WraithsSquirtgun,11,7,8,19,0,19,0,20,0
15,16.0,Tilly Titans,11,12,1,11,3,8,2,15,0
16,17.0,Victory Or Death,5,18,0,10,1,12,0,14,0
17,18.0,Battle Beavers,4,14,0,13,0,18,0,10,0
18,19.0,Regen,3,17,0,8,0,17,0,13,0
19,20.0,Big Beef Gaming,0,20,0,20,0,20,0,20,0
