Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,AST,60,12,4,11,5,1,11,1,14
2.0,UNDD,47,4,4,1,10,4,9,13,1
3.0,Never Lucky,45,1,16,10,3,10,1,5,5
4.0,BBJ,34,6,7,3,5,12,1,6,7
5.0,Zero Creativity,34,5,3,7,3,2,9,11,2
6.0,BarnYard Bandits,25,11,3,8,3,6,4,4,4
7.0,EZ W's,23,9,0,9,3,3,0,2,0
8.0,The Not Squad,22,3,1,6,4,5,1,12,1
9.0,BlueDevilsGaming,18,10,0,2,3,9,0,9,0
10.0,HYPERION,15,2,2,12,0,13,0,8,0
11.0,Team HitX,14,8,0,4,1,7,0,7,0
12.0,Buzz Teck Shini,13,14,0,13,0,8,0,3,2
13.0,Where's My Will,9,7,2,14,0,11,0,10,0
14.0,Vapid,6,15,0,5,0,14,0,0,0
15.0,Unicorn Guild,1,13,0,0,0,0,0,0,0
