Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,SSD,46,19,0,1,11,8,3,3,11
2.0,60fps,43,8,0,2,9,1,6,6,2
3.0,NXB,35,15,3,5,6,3,3,8,9
4.0,Steamroller,33,18,0,4,7,18,0,1,9
5.0,Yes,31,1,13,18,0,4,1,17,0
6.0,Zeta,31,3,3,9,3,2,6,11,0
7.0,ALKaIIIbI,30,2,2,14,2,6,8,7,2
8.0,SCTA,28,4,5,6,4,12,0,4,5
9.0,TRJ,25,13,0,11,4,5,3,5,8
10.0,2.5WL,23,6,1,15,6,7,7,13,1
11.0,4 3 Gang,21,12,1,13,0,9,1,2,6
12.0,Oui,16,5,5,7,2,15,1,16,0
13.0,Barbarian,15,9,10,17,0,17,3,19,0
14.0,ARIS,15,7,2,19,0,10,7,15,0
15.0,HEXA,14,11,4,3,1,11,0,18,0
16.0,Cis Disappoint,7,17,3,16,0,13,0,9,1
17.0,CHOC,7,14,0,8,1,16,2,12,0
18.0,Next Gen Esports,6,16,0,10,0,14,3,20,0
19.0,DOT,5,20,0,20,0,19,0,10,3
20.0,JIGSAW,4,10,0,12,0,20,0,14,0
