,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 2, 2021 - 12:00 BSTWorld's Edge Phoenix Legacy uwuowoboys ANTI","Round 1 Round 1 October 2, 2021 - 12:00 BSTWorld's Edge Phoenix Legacy uwuowoboys ANTI","Round 2 Round 2 October 2, 2021 - 12:35 BSTWorld's Edge Abysse MantaX Esports uwuowoboys","Round 2 Round 2 October 2, 2021 - 12:35 BSTWorld's Edge Abysse MantaX Esports uwuowoboys","Round 3 Round 3 October 2, 2021 - 13:10 BSTWorld's Edge uwuowoboys ANTI Explosion","Round 3 Round 3 October 2, 2021 - 13:10 BSTWorld's Edge uwuowoboys ANTI Explosion","Round 4 Round 4 October 2, 2021 - 13:45 BSTWorld's Edge Phoenix Legacy ANTI cis dis","Round 4 Round 4 October 2, 2021 - 13:45 BSTWorld's Edge Phoenix Legacy ANTI cis dis"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,PXL,58,1,11,5,1,14,1,1,16
1,2.0,ANTI,52,3,5,6,9,2,5,2,5
2,3.0,uwuowoboys,49,2,2,3,5,1,11,8,1
3,4.0,Abysse,40,6,4,1,9,5,4,5,0
4,5.0,Oeufs au fromage,32,7,5,9,3,6,6,7,7
5,6.0,MantaX,26,8,2,2,9,7,0,12,0
6,7.0,Ghoul-punk,25,4,7,4,1,8,3,13,1
7,8.0,Explosion,22,9,1,13,0,3,4,6,4
8,9.0,Wait For Top 6,19,10,1,11,0,4,3,9,5
9,10.0,cis dis,14,12,0,8,0,12,2,3,1
10,11.0,Helheim E-sport,12,5,0,7,2,9,0,14,0
11,12.0,work hard money,9,13,1,12,0,11,0,4,0
12,13.0,cr33p w4ve,6,14,0,14,0,13,1,10,0
13,14.0,Elusive Devils,6,11,0,10,0,10,0,11,0
