Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,BGR,98,2,14,1,14,1,9,1,16
2.0,TD,47,16,4,4,8,6,12,2,6
3.0,BCG,45,5,7,2,10,5,6,10,3
4.0,RAT,34,17,4,9,6,4,8,7,6
5.0,Dababy,32,14,5,3,5,16,3,3,4
6.0,TRIHARD,28,3,3,16,0,2,7,16,2
7.0,SHEESH,23,18,0,8,1,3,4,5,5
8.0,60fps,16,11,1,5,1,7,1,4,0
9.0,ANTG,15,8,1,10,2,17,3,6,2
10.0,Južni Vetar Gas,15,4,1,6,2,10,1,12,0
11.0,thicc men,12,7,2,11,2,13,1,9,0
12.0,PKS,10,13,0,18,1,11,0,8,5
13.0,Duck Goes Quack,7,9,0,12,2,12,0,13,0
14.0,ConsoleGamers,6,10,0,15,1,18,1,18,1
15.0,JIGSAW,6,6,0,19,0,8,0,14,0
16.0,Senbonzakura,5,15,0,7,0,20,0,20,1
17.0,d/effective,4,19,0,20,0,9,0,11,1
18.0,DSI,3,12,0,13,1,19,0,19,0
19.0,NoWayFzB,2,20,0,17,1,14,0,17,0
20.0,Cr4zyyy,0,0,0,0,0,0,0,0,0
