Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
7.0,BQB,31,16,0,16,5,5,8,4,9,Lobby 12
8.0,Team Name,27,10,4,7,3,4,4,7,3,Lobby 12
9.0,JOYBOYS,24,11,5,6,1,2,5,17,0,Lobby 12
10.0,Beyond Legendz,19,15,0,3,4,13,0,5,2,Lobby 12
11.0,Birds of Prey,14,20,0,8,2,3,2,13,0,Lobby 12
12.0,Phenoms,9,14,3,15,0,17,3,11,0,Lobby 12
13.0,Team Tempest X,9,5,1,12,0,9,0,16,1,Lobby 12
14.0,F5 twisters,6,6,0,19,0,11,1,15,0,Lobby 12
15.0,The Wet Bandits,6,12,0,10,0,8,1,18,0,Lobby 12
16.0,UORG,4,13,0,17,1,19,0,12,1,Lobby 12
17.0,AVS,4,18,1,18,0,14,0,8,0,Lobby 12
18.0,Dunk Squad,4,9,1,14,0,16,0,19,0,Lobby 12
19.0,OnTheRocks,4,17,1,13,0,18,0,10,0,Lobby 12
20.0,RISK,0,19,0,20,0,20,0,20,0,Lobby 12
1.0,pub stars,111,7,10,1,24,1,20,1,18,Lobby 13
2.0,MOAN,48,1,14,8,9,9,9,0,0,Lobby 13
3.0,Shadow Point,42,3,3,2,5,3,5,11,5,Lobby 13
4.0,The Semi Pros,38,6,3,17,0,2,6,2,8,Lobby 13
5.0,LNT,32,4,13,18,0,15,2,3,4,Lobby 13
6.0,Swanky Boys,27,2,5,4,2,5,0,14,1,Lobby 13
7.0,zyn,25,13,0,7,0,4,7,5,5,Lobby 13
8.0,Bloodline,19,14,0,3,3,18,0,4,3,Lobby 13
9.0,Buds and Beer,14,11,2,5,2,11,0,6,1,Lobby 13
10.0,Deathbox Hunters,13,8,0,10,0,6,0,7,3,Lobby 13
11.0,MT Heads,9,9,3,13,0,13,1,12,0,Lobby 13
12.0,Hollow Purple,8,10,1,11,0,17,0,15,3,Lobby 13
13.0,Lethal Legion MX,8,15,0,14,2,8,1,13,0,Lobby 13
14.0,Lunas Superiores,7,16,0,9,1,10,0,8,0,Lobby 13
15.0,BBC,6,17,0,12,3,16,0,10,0,Lobby 13
16.0,Lonesome Devils,6,18,0,6,0,7,0,18,0,Lobby 13
17.0,UnderWorldGaming,5,5,0,16,0,12,0,17,0,Lobby 13
18.0,SAKG Team,4,12,0,15,1,14,0,16,0,Lobby 13
19.0,Best Buddies,0,19,0,0,0,0,0,0,0,Lobby 13
20.0,Gym O Clock,0,20,0,0,0,0,0,0,0,Lobby 13
1.0,SXG,116,4,18,12,9,1,23,1,36,Lobby 14
2.0,LM,56,1,14,4,9,6,9,13,3,Lobby 14
3.0,Melon Hogs,41,2,6,2,7,7,1,4,1,Lobby 14
4.0,TAT,37,9,2,1,10,4,1,10,3,Lobby 14
5.0,Hardstuck10k,24,11,1,7,6,8,5,6,3,Lobby 14
6.0,RT,24,7,1,13,0,14,4,2,5,Lobby 14
7.0,Inglorious,24,15,1,11,0,2,1,3,4,Lobby 14
8.0,WPH,20,6,2,6,0,3,4,11,0,Lobby 14
9.0,Madhattergaming,15,20,0,5,3,5,0,7,1,Lobby 14
10.0,Phantom Troupe,12,12,0,10,6,19,3,20,0,Lobby 14
11.0,Rival,11,13,3,20,0,13,5,15,0,Lobby 14
12.0,Vortex CGO,10,3,1,9,0,20,0,18,0,Lobby 14
13.0,EpicGamerGaming,10,16,0,3,0,12,0,9,0,Lobby 14
14.0,controllaplayers,8,18,0,15,3,16,2,8,0,Lobby 14
15.0,Radish Boys,7,5,0,8,1,17,0,17,0,Lobby 14
16.0,Swagnificent,6,8,1,16,0,15,1,14,0,Lobby 14
17.0,Ron Nation,6,14,0,17,0,11,0,5,0,Lobby 14
18.0,TTN CRIO,5,10,0,19,0,10,0,12,0,Lobby 14
19.0,Bocek Bandits,2,19,1,14,0,18,0,19,0,Lobby 14
20.0,Cool Aid Jammers,2,17,0,18,0,9,0,16,0,Lobby 14
1.0,SMP,65,1,10,2,9,16,0,1,13,Lobby 15
2.0,Alliance Esports,49,13,1,1,8,1,13,9,0,Lobby 15
3.0,O TAMA,43,4,10,13,2,4,8,6,9,Lobby 15
4.0,Evil Eye,42,9,3,7,5,8,1,2,17,Lobby 15
5.0,Plimbo,38,2,8,6,0,7,7,3,1,Lobby 15
6.0,ChocolateMilk,25,5,3,17,0,2,8,15,0,Lobby 15
7.0,NightMare Red,24,10,10,10,1,15,5,11,2,Lobby 15
8.0,BOT,22,16,0,4,9,11,1,4,1,Lobby 15
9.0,Facts on That,19,11,1,5,5,6,0,10,3,Lobby 15
10.0,Yess,16,17,0,3,6,14,1,12,0,Lobby 15
11.0,OwO,15,20,0,15,0,3,2,5,1,Lobby 15
12.0,LostBoyz,14,12,4,12,3,12,3,14,0,Lobby 15
13.0,ChamplainEsports,12,8,4,14,0,10,0,7,0,Lobby 15
14.0,Red Guardians,11,3,1,11,0,13,0,13,0,Lobby 15
15.0,SQS Gaming,9,15,0,9,3,17,0,8,1,Lobby 15
16.0,WASH,6,7,0,8,0,18,0,17,1,Lobby 15
17.0,Mexa Dream Team,5,18,1,19,0,5,0,16,0,Lobby 15
18.0,Los Nenuckles,4,14,0,18,0,9,1,19,0,Lobby 15
19.0,Team vex,3,6,0,16,0,19,0,18,0,Lobby 15
20.0,Monke,0,19,0,20,0,20,0,20,0,Lobby 15
1.0,LKM,87,1,11,2,5,1,12,1,14,Lobby 16
2.0,YouLikeThatMate?,46,2,9,6,5,11,3,3,9,Lobby 16
3.0,TPM,43,9,4,1,14,16,0,5,7,Lobby 16
4.0,InevitableGaming,40,12,6,3,11,4,9,15,0,Lobby 16
5.0,Regen,28,16,0,8,0,2,5,2,3,Lobby 16
6.0,LVG,26,15,2,11,0,3,7,7,5,Lobby 16
7.0,Dawn of Legends,24,3,6,4,1,5,0,14,0,Lobby 16
8.0,The Big 3,23,4,4,18,0,14,4,4,4,Lobby 16
9.0,Sokudo Plus,19,20,0,5,9,12,2,13,2,Lobby 16
10.0,ill,17,13,4,12,1,6,6,16,1,Lobby 16
11.0,Content Squad,16,14,2,9,5,8,0,12,3,Lobby 16
12.0,Exoterran Y,13,11,1,7,0,7,0,6,2,Lobby 16
13.0,Buck Town Squad,10,10,1,13,0,13,3,9,0,Lobby 16
14.0,New Legends E,10,5,4,16,0,18,0,8,0,Lobby 16
15.0,Rosewood,9,6,2,15,0,10,1,18,0,Lobby 16
16.0,Rollin n Trollin,8,8,0,10,0,15,1,10,0,Lobby 16
17.0,CKA,7,7,1,17,0,17,3,17,0,Lobby 16
18.0,Stuck Diamonds,4,18,0,14,0,9,0,11,0,Lobby 16
19.0,High Rollers,0,17,0,0,0,0,0,0,0,Lobby 16
20.0,RenegadesKnights,0,19,0,0,0,0,0,0,0,Lobby 16
1.0,En corto Garmers,51,7,1,1,8,1,11,13,3,Lobby 1
2.0,NBL,50,3,5,14,12,13,5,2,10,Lobby 1
3.0,Tijuana Piranas,46,1,13,4,5,15,4,15,5,Lobby 1
4.0,SickerThanYoAvg,41,12,6,10,5,2,11,8,5,Lobby 1
5.0,ChayKayJay,36,8,3,3,8,3,5,9,2,Lobby 1
6.0,Titanes,35,5,4,2,3,8,1,3,5,Lobby 1
7.0,StepBros,34,18,0,5,5,9,5,1,6,Lobby 1
8.0,NotoriousDreams,28,2,11,18,0,5,0,6,1,Lobby 1
9.0,Rt66 Bandits,17,9,3,13,1,10,5,10,1,Lobby 1
10.0,Packet Loss,16,4,3,12,0,7,1,14,2,Lobby 1
11.0,Team 3G,13,14,0,15,2,14,0,4,3,Lobby 1
12.0,TeamDreams,11,19,1,9,1,17,0,5,3,Lobby 1
13.0,Conquest Gaming,9,6,1,8,0,12,2,17,0,Lobby 1
14.0,S2 Alliance,9,10,0,16,0,4,1,18,1,Lobby 1
15.0,Amusement416,7,13,0,17,0,16,0,7,3,Lobby 1
16.0,Fuego,6,16,0,6,1,11,0,12,0,Lobby 1
17.0,Filii Martis,5,11,0,11,0,6,0,16,0,Lobby 1
18.0,Capricorn,4,20,0,19,0,18,0,11,3,Lobby 1
19.0,Sins name sins,4,17,0,7,1,0,0,0,0,Lobby 1
20.0,DFA,1,15,0,20,0,0,0,0,0,Lobby 1
1.0,BP,86,16,3,1,17,1,23,1,7,Lobby 2
2.0,CC,74,1,18,7,7,3,8,5,15,Lobby 2
3.0,SLS,56,2,7,2,17,14,0,6,10,Lobby 2
4.0,UNL,34,8,3,3,4,19,0,2,9,Lobby 2
5.0,Sea Of Thieves,31,3,11,17,3,17,3,4,2,Lobby 2
6.0,Coconut Island,27,6,0,5,6,2,5,17,0,Lobby 2
7.0,DoubleD'sAndNick,20,4,2,6,0,4,0,9,3,Lobby 2
8.0,Were Just Better,18,10,0,12,2,10,2,3,2,Lobby 2
9.0,OrgSignUs,16,5,5,4,0,20,0,11,1,Lobby 2
10.0,OutofPocketGamer,13,11,1,14,1,12,3,8,3,Lobby 2
11.0,Impulsive Gaming,11,14,3,19,1,8,2,10,0,Lobby 2
12.0,Crew 686,11,7,0,15,0,6,4,0,0,Lobby 2
13.0,EXOTICK,10,13,0,16,0,5,4,15,0,Lobby 2
14.0,Defiance,9,18,2,9,0,11,1,7,0,Lobby 2
15.0,VermilionKnights,8,15,0,20,1,7,0,12,2,Lobby 2
16.0,The Pickups,7,12,0,8,0,15,2,14,0,Lobby 2
17.0,Tooshbags,5,9,1,11,0,18,0,13,0,Lobby 2
18.0,Fenix eSports,2,17,0,10,0,16,0,0,0,Lobby 2
19.0,Let Em Know,2,19,0,18,0,9,0,18,0,Lobby 2
20.0,Pointsix,2,20,0,13,0,13,0,16,0,Lobby 2
1.0,2B1C,80,1,17,2,25,15,6,11,9,Lobby 3
2.0,Spooky Scary,48,4,7,5,6,16,2,2,15,Lobby 3
3.0,USAE,47,3,3,1,2,1,10,14,0,Lobby 3
4.0,NEAN,40,6,9,3,3,2,6,16,3,Lobby 3
5.0,GNR,27,13,1,12,3,10,0,1,7,Lobby 3
6.0,BLitLd Revengers,26,18,0,7,7,8,8,9,4,Lobby 3
7.0,Hi,21,5,7,14,4,19,1,13,3,Lobby 3
8.0,Raised By Wolves,19,17,0,19,0,3,3,4,4,Lobby 3
9.0,LacklusterTalent,17,7,3,13,2,4,3,17,0,Lobby 3
10.0,DNAnuals,16,20,0,15,0,5,3,3,1,Lobby 3
11.0,Kapatillos,14,8,5,18,0,13,4,8,0,Lobby 3
12.0,DarkRoyalNation,14,11,0,6,3,7,0,10,2,Lobby 3
13.0,Mike wazoski,13,12,1,9,0,14,6,12,1,Lobby 3
14.0,The Dreamers,13,10,0,4,0,12,2,6,0,Lobby 3
15.0,UwU Crew,12,15,1,16,0,9,0,5,4,Lobby 3
16.0,Gods Plan Gaming,11,2,0,17,0,11,1,19,0,Lobby 3
17.0,GearsKidsonApex,8,19,0,20,0,6,5,18,0,Lobby 3
18.0,Minus RP,8,9,0,10,1,18,0,7,0,Lobby 3
19.0,6ide,6,14,1,11,0,17,0,15,2,Lobby 3
20.0,Hunter Legends,2,16,0,8,0,20,0,20,0,Lobby 3
1.0,AST,70,14,11,4,9,1,15,3,10,Lobby 4
2.0,MoJo,63,1,7,1,7,12,2,1,10,Lobby 4
3.0,Never Lucky,58,2,13,2,8,13,5,5,9,Lobby 4
4.0,LMX,43,3,4,10,2,2,12,6,4,Lobby 4
5.0,BBJ,27,13,0,11,0,4,2,2,9,Lobby 4
6.0,BarnYard Bandits,23,5,0,15,7,10,5,12,3,Lobby 4
7.0,UNDD,18,4,6,14,3,17,0,10,1,Lobby 4
8.0,Zero Creativity,18,12,2,20,1,3,4,13,2,Lobby 4
9.0,quest gaming,16,8,2,6,0,7,0,4,1,Lobby 4
10.0,The Not Squad,15,11,0,5,3,5,0,14,2,Lobby 4
11.0,DaBabyGaming,14,6,7,17,3,15,0,19,0,Lobby 4
12.0,HYPERION,14,10,0,3,1,6,0,11,0,Lobby 4
13.0,DPRK,12,7,0,12,3,18,0,8,3,Lobby 4
14.0,Team Not Signed,11,19,0,9,3,14,4,15,0,Lobby 4
15.0,EZ W's,11,9,4,19,0,8,0,9,1,Lobby 4
16.0,Stars Raws,8,20,0,8,1,20,0,7,2,Lobby 4
17.0,BlueDevilsGaming,6,15,0,18,0,11,4,18,0,Lobby 4
18.0,Shift Workers,4,17,1,7,0,19,0,17,0,Lobby 4
19.0,Team Supr3me,2,18,0,16,0,9,0,16,0,Lobby 4
20.0,Nessie and Peeps,1,16,0,13,0,16,0,20,0,Lobby 4
1.0,DUMPERS,67,3,9,4,9,7,7,1,15,Lobby 5
2.0,BW,62,8,2,3,6,3,17,8,19,Lobby 5
3.0,SDO,51,1,11,16,0,1,9,6,4,Lobby 5
4.0,NM,40,14,3,1,6,2,9,20,0,Lobby 5
5.0,My Neck My Back,35,13,5,2,16,16,0,9,2,Lobby 5
6.0,Pickles,31,4,4,8,4,13,2,2,4,Lobby 5
7.0,Verticality,26,15,1,6,10,17,3,4,3,Lobby 5
8.0,TS,24,2,8,12,0,14,2,11,2,Lobby 5
9.0,Them Boiz,20,9,3,7,2,9,2,5,2,Lobby 5
10.0,NA Assault,14,12,0,5,0,10,0,3,0,Lobby 5
11.0,TOAOS GG,12,5,0,18,0,6,1,7,1,Lobby 5
12.0,Fallen Legacy,11,6,1,15,0,4,1,17,0,Lobby 5
13.0,Cerberus,8,11,3,11,0,12,1,15,0,Lobby 5
14.0,The Goon Squad,8,10,0,13,0,8,1,12,1,Lobby 5
15.0,VHS,7,7,0,20,0,20,0,14,3,Lobby 5
16.0,Ibex Legends,7,17,0,10,1,5,0,18,0,Lobby 5
17.0,We Lose,5,16,3,14,0,15,0,19,0,Lobby 5
18.0,Under10,5,18,0,9,1,18,0,10,0,Lobby 5
19.0,We Better Word,1,19,0,17,0,11,0,16,0,Lobby 5
20.0,Grizzy,1,20,0,19,0,19,0,13,0,Lobby 5
1.0,Select,56,1,13,1,15,7,0,11,0,Lobby 6
2.0,CLX,46,5,12,16,4,3,8,5,7,Lobby 6
3.0,TSS,42,17,0,12,7,2,15,8,8,Lobby 6
4.0,Meow Syndicate,41,3,3,3,2,10,0,2,11,Lobby 6
5.0,PepegaBakeryInc,38,12,3,4,5,13,0,1,11,Lobby 6
6.0,FROG,27,2,9,17,0,8,0,6,4,Lobby 6
7.0,Beamer Bros,25,11,3,8,3,6,4,4,4,Lobby 6
8.0,TAG NA,23,4,3,6,2,4,3,10,0,Lobby 6
9.0,Vandals,22,9,2,2,6,11,0,17,2,Lobby 6
10.0,EXAgents,20,8,0,9,0,5,9,16,3,Lobby 6
11.0,TRK,20,20,0,14,0,1,4,7,0,Lobby 6
12.0,Controller Bots,16,10,4,5,5,16,0,13,0,Lobby 6
13.0,Crusaders,12,7,1,13,0,17,0,3,0,Lobby 6
14.0,Shady Kings,10,13,0,18,2,12,5,14,0,Lobby 6
15.0,YND,9,19,0,10,0,18,3,12,3,Lobby 6
16.0,Monke Mode 3B,8,14,0,15,0,9,2,18,2,Lobby 6
17.0,INF,8,15,1,7,1,14,0,19,1,Lobby 6
18.0,Team Savage,5,6,1,19,0,19,0,20,1,Lobby 6
19.0,Tilly Titans,5,16,1,11,0,15,0,9,0,Lobby 6
20.0,TriCore,1,18,0,20,0,20,0,15,0,Lobby 6
1.0,LZR,78,1,14,5,8,1,8,1,8,Lobby 7
2.0,FNG NEW ERA,68,19,0,1,18,6,13,6,19,Lobby 7
3.0,ZERO,46,5,13,4,0,2,9,4,1,Lobby 7
4.0,Chesco,40,3,3,17,0,3,9,2,5,Lobby 7
5.0,SCARRA LOVERS,37,2,3,2,6,5,5,15,0,Lobby 7
6.0,DoorKickingGang,17,14,1,18,0,7,0,5,8,Lobby 7
7.0,IFE,15,18,0,10,5,17,1,8,5,Lobby 7
8.0,MXGamers,15,16,3,6,5,16,0,7,1,Lobby 7
9.0,Sussy Bakas,15,4,6,11,0,11,0,13,1,Lobby 7
10.0,RLP,14,7,1,15,0,9,0,3,0,Lobby 7
11.0,Houston Angels,12,8,0,9,4,14,0,12,2,Lobby 7
12.0,TTV Squad,11,17,0,8,0,4,3,14,0,Lobby 7
13.0,Sauce Packets,11,11,0,3,0,13,0,9,0,Lobby 7
14.0,AFK,10,6,0,12,3,15,0,10,0,Lobby 7
15.0,The Inmortals,9,10,2,7,0,12,0,11,0,Lobby 7
16.0,1 vs Lobby,8,15,3,13,0,8,1,18,0,Lobby 7
17.0,The Kant Krew,6,9,3,14,0,18,0,16,0,Lobby 7
18.0,Nobody,3,13,0,16,0,10,0,17,0,Lobby 7
19.0,Stick Drift,1,12,0,20,0,0,0,0,0,Lobby 7
20.0,AZA,0,20,0,0,0,0,0,0,0,Lobby 7
1.0,EST,66,11,2,3,9,2,11,1,15,Lobby 8
2.0,LF,49,2,9,9,1,4,0,2,14,Lobby 8
3.0,Siracha,45,1,13,10,1,11,3,3,6,Lobby 8
4.0,Onyx,43,8,7,6,5,1,9,6,2,Lobby 8
5.0,RAWR,43,6,4,1,10,3,2,12,4,Lobby 8
6.0,Moon Boys,38,4,2,8,7,7,9,4,5,Lobby 8
7.0,Iron Giant,22,10,1,2,4,8,2,8,0,Lobby 8
8.0,Kaged,21,5,3,5,1,5,5,18,0,Lobby 8
9.0,Lost Pub Players,20,3,4,14,4,9,2,17,0,Lobby 8
10.0,Tin Roof Tacos,12,7,3,17,3,12,1,14,0,Lobby 8
11.0,Lorax,12,18,2,11,0,13,3,5,1,Lobby 8
12.0,Weekend Warriors,11,9,3,19,0,10,0,7,1,Lobby 8
13.0,Unofficial,10,16,0,15,3,6,0,13,2,Lobby 8
14.0,DoX Rolla,10,14,0,4,2,15,0,11,0,Lobby 8
15.0,OSU Esports,9,15,1,7,1,18,0,9,1,Lobby 8
16.0,ControllerLegend,6,12,2,18,0,14,2,16,0,Lobby 8
17.0,RCO,5,20,0,12,1,16,1,10,0,Lobby 8
18.0,Vertic,4,17,0,16,2,19,1,15,0,Lobby 8
19.0,Abbys Sports,2,13,0,13,0,17,0,0,0,Lobby 8
20.0,Victory Or Death,0,19,0,20,0,20,0,0,0,Lobby 8
1.0,AM,66,5,15,5,11,6,5,1,12,Lobby 9
2.0,SHEESH,56,3,6,7,1,4,11,2,14,Lobby 9
3.0,CPR Certified,46,1,6,4,3,3,0,3,6,Lobby 9
4.0,Point Theft,34,13,5,20,0,1,9,6,4,Lobby 9
5.0,Movement Temple,25,18,3,11,6,12,3,4,6,Lobby 9
6.0,ZooWeeMama,25,8,1,12,2,5,10,9,3,Lobby 9
7.0,Console Crutch,25,2,10,17,1,7,0,8,0,Lobby 9
8.0,2R1M,24,16,1,2,10,18,0,18,4,Lobby 9
9.0,Matchments,23,7,6,10,6,17,0,7,3,Lobby 9
10.0,purple stingrays,21,17,0,1,6,16,1,12,1,Lobby 9
11.0,Landry,16,19,0,18,0,2,1,5,2,Lobby 9
12.0,Perpetual Empire,15,14,0,3,4,13,0,10,0,Lobby 9
13.0,Los Hefes,12,10,1,8,2,11,2,11,1,Lobby 9
14.0,2B1R,12,11,0,6,2,8,3,13,0,Lobby 9
15.0,JustSomeWarriors,11,12,0,9,1,10,4,15,0,Lobby 9
16.0,Bigg,7,4,0,19,0,20,2,20,0,Lobby 9
17.0,Global,6,15,0,15,0,14,3,19,0,Lobby 9
18.0,Adolla,6,9,1,16,0,9,1,16,0,Lobby 9
19.0,Full Rush MX,6,6,1,13,0,15,0,17,0,Lobby 9
20.0,Chefs,2,20,0,14,0,19,0,14,0,Lobby 9
