,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 30, 2021 - 14:20 JSTWorld's Edge 3DONE Root Union Gaming Crest Gaming","Round 1 Round 1 October 30, 2021 - 14:20 JSTWorld's Edge 3DONE Root Union Gaming Crest Gaming","Round 2 Round 2 October 30, 2021 - 14:55 JSTWorld's Edge Schwarzerland shes C-VA KAGOSHIMA","Round 2 Round 2 October 30, 2021 - 14:55 JSTWorld's Edge Schwarzerland shes C-VA KAGOSHIMA","Round 3 Round 3 October 30, 2021 - 16:05 JSTWorld's Edge TSURUGI eSports shes YaBaL","Round 3 Round 3 October 30, 2021 - 16:05 JSTWorld's Edge TSURUGI eSports shes YaBaL","Round 4 Round 4 October 30, 2021 - 16:40 JSTWorld's Edge shes CPGaming Crest Gaming","Round 4 Round 4 October 30, 2021 - 16:40 JSTWorld's Edge shes CPGaming Crest Gaming","Round 5 Round 5 October 30, 2021 - 17:15 JSTWorld's Edge TSURUGI eSports RAIZ Wyvern","Round 5 Round 5 October 30, 2021 - 17:15 JSTWorld's Edge TSURUGI eSports RAIZ Wyvern","Round 6 Round 6 October 30, 2021 - 19:35 JSTWorld's Edge CPGaming Ark5 Team Nature","Round 6 Round 6 October 30, 2021 - 19:35 JSTWorld's Edge CPGaming Ark5 Team Nature"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,shes,90,9,3,2,9,2,8,1,13,6,15,7,4
1,2.0,TSURUGI,67,4,5,8,2,1,8,14,3,1,9,6,5
2,3.0,Crest,58,3,4,17,3,5,9,3,8,12,9,10,4
3,4.0,3DONE,54,1,6,11,3,14,3,5,8,10,1,5,9
4,5.0,YaBaL,44,6,10,16,0,3,4,4,6,5,5,18,0
5,6.0,NAT,40,5,6,4,0,4,5,19,0,7,0,3,5
6,7.0,CPGaming,38,14,0,19,0,8,3,2,2,19,0,1,9
7,8.0,ARK5,35,13,1,5,6,17,3,17,0,9,3,2,6
8,9.0,ScL,33,17,1,1,10,20,0,11,2,11,0,4,1
9,10.0,C-VA KAG,29,16,5,3,11,12,0,18,1,8,0,17,2
10,11.0,RAIZ,28,18,1,10,1,18,1,10,4,2,7,14,0
11,12.0,WYV,21,7,2,12,0,11,4,15,1,3,1,19,0
12,13.0,Fada-one KR,19,8,5,14,2,7,0,12,1,16,0,11,3
13,14.0,GENIUS,19,10,0,7,3,9,4,16,1,18,0,13,3
14,15.0,Fortuna,18,15,3,20,0,16,2,13,0,4,4,9,0
15,16.0,Scarlet Fox,17,19,0,15,3,13,0,9,3,14,1,8,3
16,17.0,LLGS,17,11,0,13,0,6,2,6,0,13,0,12,5
17,18.0,Level UP,13,12,0,6,2,15,0,8,2,15,0,15,0
18,19.0,RUG,12,2,3,18,0,19,0,20,0,20,0,20,0
19,20.0,Fujii Gaming,11,20,1,9,1,10,0,7,2,17,0,16,0
