Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,AM,85,14,3,1,17,1,10,1,7,6,2,16,6
2.0,TSS,64,1,8,19,0,12,2,4,12,2,12,11,2
3.0,Sussy Bakas,58,19,3,9,1,5,7,7,3,5,7,1,12
4.0,LMX,50,4,2,7,3,2,5,6,4,4,1,3,3
5.0,Select,42,5,10,4,0,8,5,19,1,15,0,2,5
6.0,RL,41,7,5,11,1,3,8,10,0,7,7,8,2
7.0,UNL,41,16,0,3,4,16,0,11,6,1,5,5,2
8.0,SHEESH,39,2,8,13,8,19,0,16,3,9,6,10,0
9.0,RT,38,3,4,2,6,13,0,5,4,10,0,12,0
10.0,CenterZone,25,18,1,15,0,4,10,14,0,8,3,15,1
11.0,CLX,23,15,1,5,5,11,0,15,0,11,0,6,6
12.0,RCO,22,20,0,14,0,10,1,2,8,13,0,18,0
13.0,CAS,21,12,5,16,1,7,0,8,0,20,0,4,4
14.0,MoJo,21,13,1,20,0,18,1,9,3,3,3,9,1
15.0,SLS,19,9,3,18,2,15,0,13,0,14,7,14,1
16.0,NEAN,18,6,3,12,0,20,1,12,1,12,3,7,1
17.0,IFE,17,10,0,10,0,17,2,3,3,16,0,20,1
18.0,Stonks,15,17,0,6,1,14,3,20,0,17,0,13,6
19.0,BLitLd Revengers,11,8,0,17,2,6,1,17,0,19,0,17,3
20.0,Tijuana Piranas,11,11,1,8,3,9,1,18,1,18,0,19,0
