,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 9, 2021 - 12:00 BSTWorld's Edge BearClaw Gaming BORGIR Duck Goes Quack","Round 1 Round 1 October 9, 2021 - 12:00 BSTWorld's Edge BearClaw Gaming BORGIR Duck Goes Quack","Round 2 Round 2 October 9, 2021 - 12:35 BSTWorld's Edge BearClaw Gaming Senbonzakura Dababy","Round 2 Round 2 October 9, 2021 - 12:35 BSTWorld's Edge BearClaw Gaming Senbonzakura Dababy","Round 3 Round 3 October 9, 2021 - 13:10 BSTWorld's Edge BORGIR Anton Gruby SHEEEEEESH","Round 3 Round 3 October 9, 2021 - 13:10 BSTWorld's Edge BORGIR Anton Gruby SHEEEEEESH","Round 4 Round 4 October 9, 2021 - 13:45 BSTWorld's Edge Dababy Duck Goes Quack Anton Gruby","Round 4 Round 4 October 9, 2021 - 13:45 BSTWorld's Edge Dababy Duck Goes Quack Anton Gruby"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,BCG,79,1,14,1,21,6,3,7,11
1,2.0,BGR,59,2,9,9,7,1,15,9,3
2,3.0,Dababy,47,6,5,3,2,7,1,1,14
3,4.0,Duck Goes Quack,44,3,7,4,3,5,7,2,2
4,5.0,ANTG,30,5,0,6,1,2,3,3,3
5,6.0,Senbonzakura,19,4,1,2,0,8,1,12,0
6,7.0,SHEESH,18,10,0,8,0,3,6,13,0
7,8.0,ConsoleGamers,16,7,1,5,2,14,0,5,1
8,9.0,Južni Vetar Gas,15,9,2,14,0,12,0,4,4
9,10.0,d/effective,12,14,0,7,2,4,0,11,0
10,11.0,Syntropy Fagiani,8,11,0,13,0,11,3,8,0
11,12.0,AimAssistRed,8,8,0,11,0,10,0,6,0
12,13.0,HEROES ESPORT,7,12,0,12,0,13,1,10,1
13,14.0,PauseChamps,7,13,1,10,0,9,0,14,0
