Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,Better,62,6,3,2,6,1,13,1,4,Lobby 1
2.0,POLSKA,46,1,10,1,8,12,2,13,0,Lobby 1
3.0,HLDC,41,18,0,3,16,19,0,3,11,Lobby 1
4.0,TRJ,41,5,4,5,7,10,5,2,6,Lobby 1
5.0,CG,30,4,12,10,0,11,5,6,2,Lobby 1
6.0,SYND,29,7,2,4,8,8,3,8,4,Lobby 1
7.0,Ratio,26,12,7,13,0,15,3,4,8,Lobby 1
8.0,Oui,25,9,0,11,0,4,9,7,5,Lobby 1
9.0,LPOG,24,15,2,12,0,2,8,14,2,Lobby 1
10.0,SeXy Chonks,23,3,3,18,0,6,4,5,2,Lobby 1
11.0,mis,22,2,5,6,3,13,0,15,0,Lobby 1
12.0,BSE,17,11,1,7,5,3,0,0,0,Lobby 1
13.0,MXR,14,17,2,9,1,7,2,9,2,Lobby 1
14.0,MDZ,13,10,0,8,2,5,1,17,2,Lobby 1
15.0,Baloo,10,16,3,15,0,18,2,11,3,Lobby 1
16.0,BFGA,7,8,0,20,0,9,1,16,2,Lobby 1
17.0,Riders,3,13,1,17,0,17,0,19,1,Lobby 1
18.0,Vibe,2,14,0,19,0,14,0,18,0,Lobby 1
19.0,Holo,1,20,0,16,0,20,0,12,0,Lobby 1
20.0,Vio,1,19,0,14,0,16,0,0,0,Lobby 1
1.0,ZBW,60,2,10,1,18,6,3,11,4,Lobby 2
2.0,XD,42,6,4,7,6,2,8,4,4,Lobby 2
3.0,Monarchs,40,12,5,16,2,1,13,8,5,Lobby 2
4.0,VEX,39,5,2,19,0,5,6,1,11,Lobby 2
5.0,b0ts,35,3,8,4,2,9,9,18,2,Lobby 2
6.0,FFF,34,1,6,3,1,7,0,10,3,Lobby 2
7.0,KRY,24,14,3,2,8,20,0,7,0,Lobby 2
8.0,0head genk,18,20,0,20,0,12,3,2,5,Lobby 2
9.0,drain,17,10,6,13,0,11,6,19,1,Lobby 2
10.0,Lost,17,19,1,11,2,13,0,3,5,Lobby 2
11.0,Das,15,17,2,5,8,16,0,14,0,Lobby 2
12.0,BLANK,13,4,0,6,0,8,0,9,1,Lobby 2
13.0,SOM,12,16,0,17,0,19,0,6,9,Lobby 2
14.0,Veloxity,12,9,5,12,1,10,1,20,0,Lobby 2
15.0,EyvTC,12,18,0,8,0,3,2,13,0,Lobby 2
16.0,2.5WL,11,15,0,10,0,4,1,16,2,Lobby 2
17.0,NCJA,11,7,1,9,1,17,0,5,0,Lobby 2
18.0,ORCL,9,13,0,18,3,18,1,12,3,Lobby 2
19.0,SAS,8,8,0,14,3,14,0,15,0,Lobby 2
20.0,Huskies alpha,3,11,0,15,0,15,0,17,0,Lobby 2
1.0,BGTTS,47,13,5,12,1,2,15,7,12,Lobby 3
2.0,DNMK,47,1,8,2,5,16,1,2,3,Lobby 3
3.0,SNK,44,6,7,7,1,13,1,1,16,Lobby 3
4.0,OverWolf,44,5,2,1,11,5,0,4,6,Lobby 3
5.0,SPPI,35,4,4,9,2,6,7,5,8,Lobby 3
6.0,P4C,35,2,8,13,3,4,4,6,2,Lobby 3
7.0,KG,31,3,5,8,5,8,8,10,0,Lobby 3
8.0,BFG,25,18,3,5,2,10,1,3,6,Lobby 3
9.0,Broken,20,12,0,10,6,7,5,8,1,Lobby 3
10.0,Reset,18,10,2,6,5,11,4,11,0,Lobby 3
11.0,BW,18,8,6,3,1,15,0,14,0,Lobby 3
12.0,BLANK,18,19,0,20,0,1,4,9,0,Lobby 3
13.0,Basherz,15,9,4,14,0,12,3,17,4,Lobby 3
14.0,Hangover,10,15,1,18,0,3,1,19,0,Lobby 3
15.0,SVR,9,11,0,17,0,9,5,13,0,Lobby 3
16.0,THROW,8,17,0,16,6,17,0,12,1,Lobby 3
17.0,SLAP,8,20,0,4,2,20,0,15,0,Lobby 3
18.0,SMG,7,7,0,15,3,18,0,18,0,Lobby 3
19.0,MMG,3,14,1,11,0,19,0,16,0,Lobby 3
20.0,Vtuber,1,16,0,19,0,14,0,20,0,Lobby 3
1.0,NIBL,55,1,13,2,6,11,8,9,4,Lobby 4
2.0,NBB,42,17,3,1,11,15,3,3,5,Lobby 4
3.0,YK,41,7,6,17,3,1,16,15,0,Lobby 4
4.0,UTFT,38,5,6,3,9,3,2,8,1,Lobby 4
5.0,Tartau,32,9,5,19,0,13,0,1,12,Lobby 4
6.0,Gachi,27,2,6,12,3,12,1,5,2,Lobby 4
7.0,TNM,25,6,1,9,0,7,4,6,9,Lobby 4
8.0,PS_Esport,24,12,3,15,0,2,10,17,0,Lobby 4
9.0,ARIS,24,13,1,8,4,9,2,2,3,Lobby 4
10.0,BBG,22,18,0,6,6,4,3,11,4,Lobby 4
11.0,KYKLOS,19,11,0,4,2,16,0,4,6,Lobby 4
12.0,Sytex,19,3,5,20,0,6,0,10,2,Lobby 4
13.0,Dark Synergy,14,8,1,14,0,5,6,18,0,Lobby 4
14.0,MAJOR,14,4,0,10,3,8,1,13,0,Lobby 4
15.0,EMDA,11,19,0,5,1,14,0,7,2,Lobby 4
16.0,Slow,10,20,0,7,6,19,0,16,1,Lobby 4
17.0,sexy men,6,14,3,13,0,17,0,14,0,Lobby 4
18.0,EGA,5,10,0,16,0,18,0,12,2,Lobby 4
19.0,FloWenZ Esports,3,15,0,18,0,10,0,19,0,Lobby 4
20.0,DN,2,16,1,11,0,20,0,20,0,Lobby 4
