,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 25, 2021 - 12:00 BSTWorld's Edge MajorPushers plugged off life SeComportaYa","Round 1 Round 1 September 25, 2021 - 12:00 BSTWorld's Edge MajorPushers plugged off life SeComportaYa","Round 2 Round 2 September 25, 2021 - 12:35 BSTWorld's Edge Slappers MajorPushers ZAB","Round 2 Round 2 September 25, 2021 - 12:35 BSTWorld's Edge Slappers MajorPushers ZAB","Round 3 Round 3 September 25, 2021 - 13:10 BSTWorld's Edge ZAB Moin Myster Senshi","Round 3 Round 3 September 25, 2021 - 13:10 BSTWorld's Edge ZAB Moin Myster Senshi","Round 4 Round 4 September 25, 2021 - 13:45 BSTWorld's Edge MajorPushers plugged off life ZAB","Round 4 Round 4 September 25, 2021 - 13:45 BSTWorld's Edge MajorPushers plugged off life ZAB"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,MP,93,1,18,2,16,10,2,1,22
1,2.0,ZAB,57,6,0,3,9,1,16,3,3
2,3.0,SLAP,39,12,4,1,15,19,0,12,6
3,4.0,SCBS,35,8,6,4,5,4,9,7,0
4,5.0,Senshi,34,15,0,9,6,3,7,6,8
5,6.0,SCTA,23,3,3,13,0,5,6,15,1
6,7.0,plugged off life,20,2,2,16,0,17,0,2,0
7,8.0,Moin Myster,17,17,1,10,0,2,1,9,2
8,9.0,Backstabberinos,15,9,4,17,0,15,3,8,3
9,10.0,Kryptic,15,4,7,15,0,12,0,18,1
10,11.0,DIVE,14,13,2,5,3,13,2,11,0
11,12.0,SinoriaL,13,10,1,6,1,7,0,13,2
12,13.0,3FR,12,11,0,8,0,14,2,5,2
13,14.0,Squirtle Squad,11,19,0,7,0,6,3,10,0
14,15.0,Royal Mooses,11,7,0,14,0,8,0,4,0
15,16.0,Apex Who Dis,9,14,3,12,0,11,2,14,0
16,17.0,DASK,8,5,2,18,0,9,0,16,0
17,18.0,NPS,1,18,0,11,0,18,0,17,0
18,19.0,Tse OG,0,16,0,19,0,16,0,20,0
