,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 March 27, 2022 - 14:00 CETWorld's EdgeMissing: utft esports NIBBLE Esports Los Baguettes","Round 1 Round 1 March 27, 2022 - 14:00 CETWorld's EdgeMissing: utft esports NIBBLE Esports Los Baguettes","Round 2 Round 2 March 27, 2022 - 14:30 CETWorld's Edge YŌKAI BimBamGOOM SNK","Round 2 Round 2 March 27, 2022 - 14:30 CETWorld's Edge YŌKAI BimBamGOOM SNK","Round 3 Round 3 March 27, 2022 - 15:00 CETWorld's Edge NBBMissing: utft esports Aris Esports","Round 3 Round 3 March 27, 2022 - 15:00 CETWorld's Edge NBBMissing: utft esports Aris Esports","Round 4 Round 4 March 27, 2022 - 15:30 CETStorm Point Los Baguettes DNMK Esports NBB","Round 4 Round 4 March 27, 2022 - 15:30 CETStorm Point Los Baguettes DNMK Esports NBB","Round 5 Round 5 March 27, 2022 - 16:00 CETStorm Point Aris Esports UTFT BimBamGOOM","Round 5 Round 5 March 27, 2022 - 16:00 CETStorm Point Aris Esports UTFT BimBamGOOM","Round 6 Round 6 March 27, 2022 - 16:30 CETStorm Point BimBamGOOM BLANK SNK","Round 6 Round 6 March 27, 2022 - 16:30 CETStorm Point BimBamGOOM BLANK SNK"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,UTFT,62,1,8,5,4,2,7,18,0,2,8,17,1
1,2.0,BGTTS,54,3,7,20,0,11,0,1,13,20,0,4,9
2,3.0,SNK,51,11,1,3,6,9,4,6,6,8,3,3,9
3,4.0,BBG,51,14,1,2,5,4,1,8,1,3,3,1,4
4,5.0,ARIS,47,15,2,4,4,3,4,16,0,1,8,6,1
5,6.0,P4C,39,4,3,6,5,10,2,9,7,7,4,10,1
6,7.0,NIBL,38,2,3,14,1,6,4,7,4,4,4,15,0
7,8.0,Gachi,37,5,1,13,1,14,3,15,4,11,8,5,8
8,9.0,BFG,35,7,5,7,3,13,3,5,6,12,0,8,4
9,10.0,NBB,35,20,0,18,0,1,7,3,3,5,2,16,0
10,11.0,YK,33,6,6,1,6,19,0,14,0,16,0,9,3
11,12.0,OverWolf,30,12,0,10,6,8,3,4,4,10,5,20,0
12,13.0,BLANK,28,10,2,15,5,15,0,10,2,19,0,2,4
13,14.0,Tartau,26,9,4,16,1,7,9,17,0,9,3,13,1
14,15.0,DNMK,21,16,0,9,2,12,0,2,6,13,0,19,0
15,16.0,TNM,17,19,0,17,0,5,1,13,0,6,3,7,2
16,17.0,PS_Esport,13,13,2,19,3,20,2,12,0,18,3,14,0
17,18.0,KG,11,8,3,12,1,16,3,19,0,17,0,18,1
18,19.0,SPPI,10,17,0,8,0,17,0,11,0,14,0,11,5
19,20.0,Broken,6,18,0,11,1,18,0,20,0,15,0,12,2
