,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 25, 2021 - 12:00 PDTWorld's Edge","Round 1 Round 1 September 25, 2021 - 12:00 PDTWorld's Edge","Round 2 Round 2 September 25, 2021 - 12:35 PDTWorld's Edge","Round 2 Round 2 September 25, 2021 - 12:35 PDTWorld's Edge","Round 3 Round 3 September 25, 2021 - 13:10 PDTWorld's Edge","Round 3 Round 3 September 25, 2021 - 13:10 PDTWorld's Edge","Round 4 Round 4 September 25, 2021 - 13:45 PDTWorld's Edge","Round 4 Round 4 September 25, 2021 - 13:45 PDTWorld's Edge"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,CVS,0,0,0,0,0,0,0,0,0
1,2.0,Dino nuggiez,0,0,0,0,0,0,0,0,0
2,3.0,Essentials G,0,0,0,0,0,0,0,0,0
3,4.0,Laggy 'n Rollers,0,0,0,0,0,0,0,0,0
4,5.0,Mexican Legion,0,0,0,0,0,0,0,0,0
5,6.0,NSO,0,0,0,0,0,0,0,0,0
6,7.0,NNG,0,0,0,0,0,0,0,0,0
7,8.0,Pepes Silvia,0,0,0,0,0,0,0,0,0
8,9.0,Space Mommy,0,0,0,0,0,0,0,0,0
9,10.0,Team PreMid,0,0,0,0,0,0,0,0,0
10,11.0,TexasRatsnakes,0,0,0,0,0,0,0,0,0
11,12.0,The Monke Men,0,0,0,0,0,0,0,0,0
12,13.0,Unit Gaming,0,0,0,0,0,0,0,0,0
13,14.0,WASH,0,0,0,0,0,0,0,0,0
14,15.0,oni,0,0,0,0,0,0,0,0,0
