,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 25, 2021 - 12:00 PDTWorld's Edge Los Hefes 2Rollers1Mouse ZooWeeMama","Round 1 Round 1 September 25, 2021 - 12:00 PDTWorld's Edge Los Hefes 2Rollers1Mouse ZooWeeMama","Round 2 Round 2 September 25, 2021 - 12:35 PDTWorld's Edge Perpetual Empire 2Rollers1Mouse 2Brains1Roller","Round 2 Round 2 September 25, 2021 - 12:35 PDTWorld's Edge Perpetual Empire 2Rollers1Mouse 2Brains1Roller","Round 3 Round 3 September 25, 2021 - 13:10 PDTWorld's Edge Point Theft Bigg 2Rollers1Mouse","Round 3 Round 3 September 25, 2021 - 13:10 PDTWorld's Edge Point Theft Bigg 2Rollers1Mouse","Round 4 Round 4 September 25, 2021 - 13:45 PDTWorld's Edge Perpetual Empire Matchments Team Landry","Round 4 Round 4 September 25, 2021 - 13:45 PDTWorld's Edge Perpetual Empire Matchments Team Landry"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,Point Theft,55,5,7,15,3,1,27,13,0
1,2.0,Los Hefes,52,1,14,4,11,4,4,12,0
2,3.0,2R1M,45,2,5,2,2,3,1,4,7
3,4.0,Perpetual Empire,44,10,1,1,9,9,0,1,6
4,5.0,2B1R,32,8,0,3,9,13,3,5,6
5,6.0,Landry,27,6,5,10,1,10,0,3,7
6,7.0,Chefs,22,13,3,6,7,14,0,6,4
7,8.0,ZooWeeMama,21,3,5,13,0,5,1,9,1
8,9.0,Matchments,20,15,1,16,0,16,0,2,9
9,10.0,Bigg,20,4,0,7,1,2,0,8,0
10,11.0,BigTrollSquad,14,11,3,8,2,11,3,10,0
11,12.0,Northern Hosers,13,7,0,5,2,6,0,15,0
12,13.0,CakeSmack,11,12,0,12,1,12,3,14,3
13,14.0,NewBastionMx,8,16,0,14,0,7,0,7,1
14,15.0,Team FST,8,9,0,9,0,8,0,11,1
15,16.0,JokersFC,3,14,0,11,0,15,0,0,0
