Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5
13.0,Arigato 4 pts,15,12,0,7,3,6,2,9,1,Lobby 2,Quarterfinals,,,,
14.0,Lucendi,14,5,3,9,4,19,1,19,0,Lobby 2,Quarterfinals,,,,
15.0,ATK,13,7,0,18,0,7,7,18,0,Lobby 2,Quarterfinals,,,,
16.0,Spacegliders,10,15,0,12,0,12,0,12,6,Lobby 2,Quarterfinals,,,,
17.0,Duck Goes Quack,8,19,3,17,3,20,0,13,1,Lobby 2,Quarterfinals,,,,
18.0,Whiff Tang,7,11,0,6,1,16,0,14,1,Lobby 2,Quarterfinals,,,,
19.0,Kissyourhomies,6,17,2,14,0,10,0,17,1,Lobby 2,Quarterfinals,,,,
20.0,Clan Meka,4,13,0,20,0,18,2,11,0,Lobby 2,Quarterfinals,,,,
1.0,SSD,46,19,0,1,11,8,3,3,11,Lobby 3,Quarterfinals,,,,
2.0,60fps,43,8,0,2,9,1,6,6,2,Lobby 3,Quarterfinals,,,,
3.0,NXB,35,15,3,5,6,3,3,8,9,Lobby 3,Quarterfinals,,,,
4.0,Steamroller,33,18,0,4,7,18,0,1,9,Lobby 3,Quarterfinals,,,,
5.0,Yes,31,1,13,18,0,4,1,17,0,Lobby 3,Quarterfinals,,,,
6.0,Zeta,31,3,3,9,3,2,6,11,0,Lobby 3,Quarterfinals,,,,
7.0,ALKaIIIbI,30,2,2,14,2,6,8,7,2,Lobby 3,Quarterfinals,,,,
8.0,SCTA,28,4,5,6,4,12,0,4,5,Lobby 3,Quarterfinals,,,,
9.0,TRJ,25,13,0,11,4,5,3,5,8,Lobby 3,Quarterfinals,,,,
10.0,2.5WL,23,6,1,15,6,7,7,13,1,Lobby 3,Quarterfinals,,,,
11.0,4 3 Gang,21,12,1,13,0,9,1,2,6,Lobby 3,Quarterfinals,,,,
12.0,Oui,16,5,5,7,2,15,1,16,0,Lobby 3,Quarterfinals,,,,
13.0,Barbarian,15,9,10,17,0,17,3,19,0,Lobby 3,Quarterfinals,,,,
14.0,ARIS,15,7,2,19,0,10,7,15,0,Lobby 3,Quarterfinals,,,,
15.0,HEXA,14,11,4,3,1,11,0,18,0,Lobby 3,Quarterfinals,,,,
16.0,Cis Disappoint,7,17,3,16,0,13,0,9,1,Lobby 3,Quarterfinals,,,,
17.0,CHOC,7,14,0,8,1,16,2,12,0,Lobby 3,Quarterfinals,,,,
18.0,Next Gen Esports,6,16,0,10,0,14,3,20,0,Lobby 3,Quarterfinals,,,,
19.0,DOT,5,20,0,20,0,19,0,10,3,Lobby 3,Quarterfinals,,,,
20.0,JIGSAW,4,10,0,12,0,20,0,14,0,Lobby 3,Quarterfinals,,,,
1.0,SYND,73,12,9,1,14,2,5,1,11,Lobby 4,Quarterfinals,,,,
2.0,GOD,50,1,13,8,2,1,9,17,0,Lobby 4,Quarterfinals,,,,
3.0,WLS,28,9,6,9,9,12,6,16,2,Lobby 4,Quarterfinals,,,,
4.0,BFG,28,13,0,4,6,3,6,14,2,Lobby 4,Quarterfinals,,,,
5.0,ILL,26,15,0,6,2,20,0,2,11,Lobby 4,Quarterfinals,,,,
6.0,NIBL,24,14,8,16,0,15,0,3,7,Lobby 4,Quarterfinals,,,,
7.0,3FR,23,10,1,19,0,9,5,5,9,Lobby 4,Quarterfinals,,,,
8.0,backseat,23,7,0,5,3,6,7,9,1,Lobby 4,Quarterfinals,,,,
9.0,Kryptic,23,16,1,2,6,5,1,15,1,Lobby 4,Quarterfinals,,,,
10.0,LOS,20,6,6,7,1,11,1,7,2,Lobby 4,Quarterfinals,,,,
11.0,SPIRAL,19,8,5,11,0,13,0,6,7,Lobby 4,Quarterfinals,,,,
12.0,Trigger warning,19,11,1,12,3,4,3,4,0,Lobby 4,Quarterfinals,,,,
13.0,Monkey Milkers,18,2,2,18,0,7,3,12,0,Lobby 4,Quarterfinals,,,,
14.0,Moanerz EU,17,17,1,3,6,19,0,8,1,Lobby 4,Quarterfinals,,,,
15.0,plei,15,4,5,14,0,18,1,13,2,Lobby 4,Quarterfinals,,,,
16.0,6bnt,15,3,4,13,0,14,2,19,0,Lobby 4,Quarterfinals,,,,
17.0,CG,9,20,0,10,3,16,2,10,0,Lobby 4,Quarterfinals,,,,
18.0,Young Squad,7,5,0,15,0,17,1,11,0,Lobby 4,Quarterfinals,,,,
19.0,2vodkas1beer,6,18,2,20,0,10,2,20,0,Lobby 4,Quarterfinals,,,,
20.0,Aspirateur,6,19,0,17,0,8,3,18,1,Lobby 4,Quarterfinals,,,,
1.0,SJP2,81,2,9,2,7,1,15,2,2,Lobby 1,Semifinals,18.0,0.0,10.0,7.0
2.0,1872,66,15,9,5,2,12,9,1,18,Lobby 1,Semifinals,8.0,4.0,14.0,3.0
3.0,HKE,57,3,2,13,0,13,2,3,7,Lobby 1,Semifinals,3.0,13.0,4.0,5.0
4.0,L2S,55,17,5,1,12,11,0,16,3,Lobby 1,Semifinals,19.0,0.0,1.0,10.0
5.0,CHI,50,8,6,20,0,16,0,7,3,Lobby 1,Semifinals,1.0,8.0,2.0,7.0
6.0,CRAZYx3,49,18,0,4,9,2,11,14,0,Lobby 1,Semifinals,2.0,4.0,16.0,1.0
7.0,ZBW,47,1,11,3,4,6,3,12,2,Lobby 1,Semifinals,10.0,1.0,11.0,0.0
8.0,SMS,37,9,2,14,1,4,6,5,1,Lobby 1,Semifinals,5.0,6.0,12.0,4.0
9.0,NoHalo,32,10,1,12,4,5,4,6,2,Lobby 1,Semifinals,7.0,6.0,15.0,1.0
10.0,ThatsNotaBoulder,30,12,1,6,4,3,1,18,0,Lobby 1,Semifinals,11.0,1.0,3.0,4.0
11.0,PRSTS,25,14,0,10,1,8,3,11,4,Lobby 1,Semifinals,12.0,2.0,9.0,6.0
12.0,TREX,25,5,0,15,2,10,2,8,3,Lobby 1,Semifinals,6.0,0.0,7.0,3.0
13.0,Ferox Sapientia,21,4,6,9,1,18,0,9,0,Lobby 1,Semifinals,17.0,0.0,5.0,1.0
14.0,ORCL,20,11,4,11,4,19,0,15,1,Lobby 1,Semifinals,13.0,1.0,6.0,3.0
15.0,WICKED,17,19,0,18,0,15,0,17,0,Lobby 1,Semifinals,4.0,7.0,13.0,3.0
16.0,HNY,17,7,0,19,0,20,1,4,8,Lobby 1,Semifinals,20.0,0.0,17.0,0.0
17.0,POLSKA,15,20,0,7,5,14,0,20,0,Lobby 1,Semifinals,15.0,3.0,8.0,0.0
18.0,SPPI,13,16,0,8,1,7,1,10,3,Lobby 1,Semifinals,16.0,1.0,19.0,0.0
19.0,Abysse,9,6,0,16,0,9,3,19,0,Lobby 1,Semifinals,14.0,0.0,20.0,0.0
20.0,Are we in,6,13,0,17,0,17,0,13,0,Lobby 1,Semifinals,9.0,2.0,18.0,0.0
1.0,GOD,109,6,5,1,9,2,12,1,8,Lobby 2,Semifinals,3.0,6.0,1.0,14.0
2.0,TRJ,82,20,1,14,4,1,11,2,8,Lobby 2,Semifinals,1.0,10.0,3.0,7.0
3.0,SSD,58,1,9,10,3,7,2,3,12,Lobby 2,Semifinals,12.0,3.0,6.0,1.0
4.0,NXB,51,7,6,3,10,6,8,8,3,Lobby 2,Semifinals,16.0,0.0,10.0,7.0
5.0,Zeta,38,2,6,18,1,19,0,4,3,Lobby 2,Semifinals,2.0,4.0,19.0,1.0
6.0,backseat,35,17,3,6,6,16,2,10,0,Lobby 2,Semifinals,14.0,0.0,2.0,9.0
7.0,SYND,32,8,2,5,3,20,0,13,3,Lobby 2,Semifinals,4.0,7.0,9.0,3.0
8.0,60fps,30,5,2,12,5,4,0,5,7,Lobby 2,Semifinals,19.0,0.0,8.0,0.0
9.0,NIBL,29,10,3,16,5,9,0,18,4,Lobby 2,Semifinals,10.0,5.0,7.0,3.0
10.0,LOS,28,18,0,2,3,5,3,14,0,Lobby 2,Semifinals,5.0,2.0,12.0,1.0
11.0,WLS,27,15,4,4,4,8,1,17,0,Lobby 2,Semifinals,9.0,5.0,17.0,3.0
12.0,SCTA,27,9,0,20,0,3,11,19,0,Lobby 2,Semifinals,17.0,0.0,4.0,2.0
13.0,BFG,23,11,6,9,1,17,1,11,4,Lobby 2,Semifinals,8.0,1.0,14.0,3.0
14.0,Steamroller,23,3,1,13,0,10,3,15,0,Lobby 2,Semifinals,6.0,4.0,13.0,0.0
15.0,ALKaIIIbI,18,4,3,19,0,12,0,7,4,Lobby 2,Semifinals,11.0,1.0,18.0,0.0
16.0,Yes,18,12,0,7,3,15,0,6,1,Lobby 2,Semifinals,13.0,0.0,5.0,1.0
17.0,2.5WL,14,13,0,15,2,18,2,12,1,Lobby 2,Semifinals,15.0,3.0,11.0,1.0
18.0,3FR,13,14,0,17,0,11,0,9,2,Lobby 2,Semifinals,7.0,3.0,16.0,1.0
19.0,ILL,9,16,6,11,1,14,0,20,0,Lobby 2,Semifinals,20.0,0.0,20.0,0.0
20.0,Kryptic,5,19,0,8,0,13,1,16,0,Lobby 2,Semifinals,18.0,0.0,15.0,0.0
1.0,SJP2,70,1,9,4,8,18,0,6,7,Lobby 1,Finals,12.0,2.0,1.0,11.0
2.0,NXB,56,15,2,18,0,4,8,3,9,Lobby 1,Finals,3.0,5.0,4.0,7.0
3.0,GOD,55,6,3,8,5,2,8,2,8,Lobby 1,Finals,20.0,0.0,5.0,4.0
4.0,SSD,50,4,3,16,0,10,6,8,2,Lobby 1,Finals,1.0,17.0,17.0,1.0
5.0,SMS,50,3,5,2,10,3,5,20,0,Lobby 1,Finals,17.0,0.0,6.0,4.0
6.0,LOS,50,9,2,17,3,1,8,4,5,Lobby 1,Finals,2.0,4.0,19.0,0.0
7.0,SYND,46,2,5,14,1,7,4,13,0,Lobby 1,Finals,5.0,3.0,3.0,8.0
8.0,Zeta,38,8,4,6,1,5,3,1,3,Lobby 1,Finals,11.0,2.0,8.0,1.0
9.0,CHI,36,5,4,3,2,15,0,12,0,Lobby 1,Finals,4.0,5.0,7.0,4.0
10.0,TRJ,34,20,0,1,12,20,0,9,5,Lobby 1,Finals,16.0,0.0,16.0,3.0
11.0,ZBW,33,19,0,7,1,14,0,5,2,Lobby 1,Finals,9.0,7.0,2.0,4.0
12.0,CRAZYx3,20,17,0,15,3,9,6,19,0,Lobby 1,Finals,15.0,2.0,14.0,4.0
13.0,1872,19,12,4,12,3,16,0,11,2,Lobby 1,Finals,8.0,3.0,11.0,1.0
14.0,backseat,18,7,6,19,0,12,3,10,0,Lobby 1,Finals,19.0,0.0,10.0,1.0
15.0,NoHalo,17,11,6,13,0,19,0,15,3,Lobby 1,Finals,18.0,0.0,12.0,4.0
16.0,L2S,17,18,0,10,3,17,3,14,3,Lobby 1,Finals,14.0,1.0,9.0,1.0
17.0,HKE,17,10,1,20,0,13,1,7,3,Lobby 1,Finals,6.0,3.0,18.0,0.0
18.0,NIBL,16,16,0,5,4,8,3,17,1,Lobby 1,Finals,13.0,1.0,20.0,0.0
19.0,60fps,13,13,0,11,1,6,0,18,2,Lobby 1,Finals,7.0,1.0,13.0,0.0
20.0,ThatsNotaBoulder,12,14,2,9,0,11,0,16,0,Lobby 1,Finals,10.0,3.0,15.0,0.0
