,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 25, 2021 - 14:20 PDTWorld's Edge Last Minute Melon Hogs Vortex CGO","Round 1 Round 1 September 25, 2021 - 14:20 PDTWorld's Edge Last Minute Melon Hogs Vortex CGO","Round 2 Round 2 September 25, 2021 - 14:55 PDTWorld's Edge TAT Melon Hogs EpicGamerGaming","Round 2 Round 2 September 25, 2021 - 14:55 PDTWorld's Edge TAT Melon Hogs EpicGamerGaming","Round 3 Round 3 September 25, 2021 - 15:30 PDTWorld's Edge SXG Inglorious WidePeepoHappy","Round 3 Round 3 September 25, 2021 - 15:30 PDTWorld's Edge SXG Inglorious WidePeepoHappy","Round 4 Round 4 September 25, 2021 - 16:05 PDTWorld's Edge SXG Rolla Theory Inglorious","Round 4 Round 4 September 25, 2021 - 16:05 PDTWorld's Edge SXG Rolla Theory Inglorious"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,SXG,116,4,18,12,9,1,23,1,36
1,2.0,LM,56,1,14,4,9,6,9,13,3
2,3.0,Melon Hogs,41,2,6,2,7,7,1,4,1
3,4.0,TAT,37,9,2,1,10,4,1,10,3
4,5.0,Hardstuck10k,24,11,1,7,6,8,5,6,3
5,6.0,RT,24,7,1,13,0,14,4,2,5
6,7.0,Inglorious,24,15,1,11,0,2,1,3,4
7,8.0,WPH,20,6,2,6,0,3,4,11,0
8,9.0,Madhattergaming,15,20,0,5,3,5,0,7,1
9,10.0,Phantom Troupe,12,12,0,10,6,19,3,20,0
10,11.0,Rival,11,13,3,20,0,13,5,15,0
11,12.0,Vortex CGO,10,3,1,9,0,20,0,18,0
12,13.0,EpicGamerGaming,10,16,0,3,0,12,0,9,0
13,14.0,controllaplayers,8,18,0,15,3,16,2,8,0
14,15.0,Radish Boys,7,5,0,8,1,17,0,17,0
15,16.0,Swagnificent,6,8,1,16,0,15,1,14,0
16,17.0,Ron Nation,6,14,0,17,0,11,0,5,0
17,18.0,TTN CRIO,5,10,0,19,0,10,0,12,0
18,19.0,Bocek Bandits,2,19,1,14,0,18,0,19,0
19,20.0,Cool Aid Jammers,2,17,0,18,0,9,0,16,0
