,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 25, 2021 - 14:20 PDTWorld's Edge Chicken Coop Esports SLS Sea Of Thieves","Round 1 Round 1 September 25, 2021 - 14:20 PDTWorld's Edge Chicken Coop Esports SLS Sea Of Thieves","Round 2 Round 2 September 25, 2021 - 14:55 PDTWorld's Edge Buff Pathfinder SLS Unlucky","Round 2 Round 2 September 25, 2021 - 14:55 PDTWorld's Edge Buff Pathfinder SLS Unlucky","Round 3 Round 3 September 25, 2021 - 15:30 PDTWorld's Edge Buff Pathfinder Coconut Island Chicken Coop Esports","Round 3 Round 3 September 25, 2021 - 15:30 PDTWorld's Edge Buff Pathfinder Coconut Island Chicken Coop Esports","Round 4 Round 4 September 25, 2021 - 16:05 PDTWorld's Edge Buff Pathfinder Unlucky Were Just Better","Round 4 Round 4 September 25, 2021 - 16:05 PDTWorld's Edge Buff Pathfinder Unlucky Were Just Better"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,BP,86,16,3,1,17,1,23,1,7
1,2.0,CC,74,1,18,7,7,3,8,5,15
2,3.0,SLS,56,2,7,2,17,14,0,6,10
3,4.0,UNL,34,8,3,3,4,19,0,2,9
4,5.0,Sea Of Thieves,31,3,11,17,3,17,3,4,2
5,6.0,Coconut Island,27,6,0,5,6,2,5,17,0
6,7.0,DoubleD'sAndNick,20,4,2,6,0,4,0,9,3
7,8.0,Were Just Better,18,10,0,12,2,10,2,3,2
8,9.0,OrgSignUs,16,5,5,4,0,20,0,11,1
9,10.0,OutofPocketGamer,13,11,1,14,1,12,3,8,3
10,11.0,Impulsive Gaming,11,14,3,19,1,8,2,10,0
11,12.0,Crew 686,11,7,0,15,0,6,4,0,0
12,13.0,EXOTICK,10,13,0,16,0,5,4,15,0
13,14.0,Defiance,9,18,2,9,0,11,1,7,0
14,15.0,VermilionKnights,8,15,0,20,1,7,0,12,2
15,16.0,The Pickups,7,12,0,8,0,15,2,14,0
16,17.0,Tooshbags,5,9,1,11,0,18,0,13,0
17,18.0,Fenix eSports,2,17,0,10,0,16,0,0,0
18,19.0,Let Em Know,2,19,0,18,0,9,0,18,0
19,20.0,Pointsix,2,20,0,13,0,13,0,16,0
