,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 3, 2021 - 12:00 BSTWorld's Edge Ethernal Slappers Phoenix Legacy","Round 1 Round 1 October 3, 2021 - 12:00 BSTWorld's Edge Ethernal Slappers Phoenix Legacy","Round 2 Round 2 October 3, 2021 - 12:30 BSTWorld's Edge Clean Ethernal Game of Drones","Round 2 Round 2 October 3, 2021 - 12:30 BSTWorld's Edge Clean Ethernal Game of Drones","Round 3 Round 3 October 3, 2021 - 13:00 BSTWorld's Edge Game of Drones Flying Camels Ethernal","Round 3 Round 3 October 3, 2021 - 13:00 BSTWorld's Edge Game of Drones Flying Camels Ethernal","Round 4 Round 4 October 3, 2021 - 13:30 BSTWorld's Edge Game of Drones Flying Camels Abysse","Round 4 Round 4 October 3, 2021 - 13:30 BSTWorld's Edge Game of Drones Flying Camels Abysse"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,GOD,70,19,3,3,13,1,11,1,12
1,2.0,ETH,57,1,14,2,10,3,3,18,2
2,3.0,CLN,51,7,3,1,13,4,7,4,3
3,4.0,FC,47,9,2,12,1,2,11,2,12
4,5.0,SLAP,35,2,12,11,3,12,2,6,4
5,6.0,PXL,26,3,1,4,1,6,6,12,2
6,7.0,Pepegi,21,4,8,16,4,11,2,16,1
7,8.0,FIRE CLAN,17,16,1,5,0,5,5,7,0
8,9.0,LGN,14,18,0,17,2,20,1,5,7
9,10.0,Undertaker,14,12,1,8,0,14,4,9,3
10,11.0,uwuowoboys,14,6,6,18,0,8,1,15,1
11,12.0,Explosion,13,15,0,14,4,19,3,10,2
12,13.0,Abysse,13,8,0,19,0,17,0,3,4
13,14.0,PepeGurls,11,5,3,16,4,18,0,19,0
14,15.0,3 Jabronies,11,17,0,7,2,15,1,8,2
15,16.0,NotoriousFamily,8,10,0,15,1,9,1,14,0
16,17.0,Chiefs,8,13,0,10,0,10,1,13,1
17,18.0,Oui,6,20,1,6,2,16,0,17,0
18,19.0,MantaX,6,11,1,13,0,7,0,20,0
19,20.0,XDA,6,14,0,9,1,13,0,11,0
