Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,RL,61,1,8,3,3,1,13,4,1,Lobby 1
2.0,RDM,55,4,9,4,9,12,0,1,14,Lobby 1
3.0,SHEESH,50,3,13,20,0,2,10,5,7,Lobby 1
4.0,TRP,46,16,5,2,10,4,3,7,11,Lobby 1
5.0,Revenge,40,11,2,1,9,11,0,2,6,Lobby 1
6.0,MM,28,18,0,13,8,3,11,14,0,Lobby 1
7.0,iRL,28,2,9,11,3,13,3,16,2,Lobby 1
8.0,North,21,6,3,5,3,6,1,12,3,Lobby 1
9.0,VHS,20,7,0,6,3,10,0,3,2,Lobby 1
10.0,BBB,14,5,1,9,1,8,3,11,0,Lobby 1
11.0,rats,12,17,6,7,3,17,0,19,0,Lobby 1
12.0,EQ,12,15,0,19,0,5,7,20,0,Lobby 1
13.0,HaZarD,11,10,0,16,0,9,1,6,3,Lobby 1
14.0,CPS,10,14,0,14,0,16,2,8,4,Lobby 1
15.0,RT,10,9,0,8,3,14,1,13,0,Lobby 1
16.0,BF,8,8,1,15,0,15,3,18,0,Lobby 1
17.0,MBS,6,12,1,10,0,20,0,10,0,Lobby 1
18.0,SK-J31,5,19,0,18,0,7,2,17,0,Lobby 1
19.0,ARH,4,20,0,12,0,18,0,9,1,Lobby 1
20.0,LVI,3,13,1,17,0,19,0,15,0,Lobby 1
1.0,VOID,55,9,4,2,6,1,12,4,5,Lobby 2
2.0,UORG,51,14,0,1,13,3,7,14,10,Lobby 2
3.0,FBOSS,50,3,3,4,6,19,1,1,16,Lobby 2
4.0,GP,29,17,1,10,5,4,2,3,7,Lobby 2
5.0,CDE,27,2,9,12,3,7,2,16,0,Lobby 2
6.0,CIMJ,25,1,5,9,1,17,0,10,3,Lobby 2
7.0,ShameAssist,24,16,0,13,0,6,7,2,4,Lobby 2
8.0,OYO,24,10,3,8,1,2,6,13,0,Lobby 2
9.0,ZERO,24,7,3,3,4,10,0,5,1,Lobby 2
10.0,PÂTÉ,22,4,7,6,5,16,0,9,0,Lobby 2
11.0,CCE UCX,21,5,5,5,4,9,1,11,0,Lobby 2
12.0,TAG NA,13,6,8,16,0,13,1,18,0,Lobby 2
13.0,Patrón,12,11,1,11,0,14,5,15,2,Lobby 2
14.0,Hotdoggers,12,8,3,14,0,8,3,12,0,Lobby 2
15.0,MIKE,11,13,0,7,3,15,3,19,0,Lobby 2
16.0,BMM,9,12,1,15,0,11,0,8,3,Lobby 2
17.0,NooB,8,18,0,17,0,5,1,6,0,Lobby 2
18.0,FA,5,19,0,18,0,12,1,7,0,Lobby 2
19.0,PRIMAL,1,15,0,19,0,18,0,17,0,Lobby 2
20.0,SQUID,0,0,0,0,0,0,0,0,0,Lobby 2
1.0,HVNDS,54,1,15,1,2,4,7,12,0,Lobby 3
2.0,Devil's Rejects,49,13,3,2,8,8,1,1,13,Lobby 3
3.0,WING,47,3,4,14,2,1,17,11,3,Lobby 3
4.0,UNDOGS,39,11,1,6,9,7,3,2,10,Lobby 3
5.0,HVND,36,10,2,3,15,14,4,10,3,Lobby 3
6.0,CONT,36,7,4,10,2,2,9,5,3,Lobby 3
7.0,EX,26,2,8,19,3,12,2,8,1,Lobby 3
8.0,EXAgents,25,9,2,20,0,10,5,4,9,Lobby 3
9.0,Yin & Yang,22,4,14,15,0,11,1,16,0,Lobby 3
10.0,POSKITINO,17,5,2,7,2,18,0,7,3,Lobby 3
11.0,Revised,16,6,3,11,1,15,1,9,4,Lobby 3
12.0,MHG,14,14,0,12,0,17,3,3,2,Lobby 3
13.0,CAA,12,19,0,8,6,19,0,6,1,Lobby 3
14.0,CBM,11,18,0,13,1,9,3,14,3,Lobby 3
15.0,SLOTH,11,12,0,4,1,6,0,13,0,Lobby 3
16.0,HC,10,20,0,5,2,5,0,18,0,Lobby 3
17.0,MXGamers,10,8,0,17,0,3,1,19,0,Lobby 3
18.0,Underdogs,4,17,0,9,2,20,0,20,0,Lobby 3
19.0,U-2,2,15,0,18,1,16,0,17,0,Lobby 3
20.0,N U M,2,16,0,16,0,13,0,15,0,Lobby 3
1.0,TPM,58,1,15,15,0,2,13,7,5,Lobby 4
2.0,AST,54,11,1,13,0,1,13,1,14,Lobby 4
3.0,ChadP,38,2,2,2,13,14,1,13,2,Lobby 4
4.0,AE,34,4,3,7,5,5,12,15,1,Lobby 4
5.0,Landry,32,3,5,16,4,3,5,14,3,Lobby 4
6.0,ASUR,32,6,4,5,2,8,0,2,8,Lobby 4
7.0,UNDD,32,10,5,1,7,4,1,19,0,Lobby 4
8.0,SKSQ,24,5,5,9,5,13,0,6,4,Lobby 4
9.0,DSR,20,13,1,3,8,15,0,9,0,Lobby 4
10.0,GSG,16,7,6,11,0,20,0,10,4,Lobby 4
11.0,Anarchy,16,9,3,12,3,18,0,5,3,Lobby 4
12.0,ZLB,16,19,0,20,0,10,0,3,7,Lobby 4
13.0,CRB,15,8,0,6,4,6,3,16,0,Lobby 4
14.0,BABL,11,14,2,10,3,16,1,8,0,Lobby 4
15.0,DG,9,15,0,4,0,19,0,12,2,Lobby 4
16.0,YFP,8,12,0,19,0,11,3,11,2,Lobby 4
17.0,GIBBY,7,18,0,14,0,12,0,4,0,Lobby 4
18.0,RELENT,6,20,0,8,1,7,0,17,0,Lobby 4
19.0,trash,5,17,1,18,0,9,0,18,2,Lobby 4
20.0,trippin,3,16,0,17,0,17,3,20,0,Lobby 4
