,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 March 20, 2022 - 15:00 EDTWorld's Edge BLVKHVND South Exolved Esports Wingman Season","Round 1 Round 1 March 20, 2022 - 15:00 EDTWorld's Edge BLVKHVND South Exolved Esports Wingman Season","Round 2 Round 2 March 20, 2022 - 15:30 EDTWorld's Edge BLVKHVND South Devil's Rejects BLVKHVND","Round 2 Round 2 March 20, 2022 - 15:30 EDTWorld's Edge BLVKHVND South Devil's Rejects BLVKHVND","Round 3 Round 3 March 20, 2022 - 16:00 EDTStorm Point Wingman Season Contested MexicanGamers O.","Round 3 Round 3 March 20, 2022 - 16:00 EDTStorm Point Wingman Season Contested MexicanGamers O.","Round 4 Round 4 March 20, 2022 - 16:30 EDTStorm Point Devil's Rejects UNDERDOGS MHG ESPORTS","Round 4 Round 4 March 20, 2022 - 16:30 EDTStorm Point Devil's Rejects UNDERDOGS MHG ESPORTS"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,HVNDS,54,1,15,1,2,4,7,12,0
1,2.0,Devil's Rejects,49,13,3,2,8,8,1,1,13
2,3.0,WING,47,3,4,14,2,1,17,11,3
3,4.0,UNDOGS,39,11,1,6,9,7,3,2,10
4,5.0,HVND,36,10,2,3,15,14,4,10,3
5,6.0,CONT,36,7,4,10,2,2,9,5,3
6,7.0,EX,26,2,8,19,3,12,2,8,1
7,8.0,EXAgents,25,9,2,20,0,10,5,4,9
8,9.0,Yin & Yang,22,4,14,15,0,11,1,16,0
9,10.0,POSKITINO,17,5,2,7,2,18,0,7,3
10,11.0,Revised,16,6,3,11,1,15,1,9,4
11,12.0,MHG,14,14,0,12,0,17,3,3,2
12,13.0,CAA,12,19,0,8,6,19,0,6,1
13,14.0,CBM,11,18,0,13,1,9,3,14,3
14,15.0,SLOTH,11,12,0,4,1,6,0,13,0
15,16.0,HC,10,20,0,5,2,5,0,18,0
16,17.0,MXGamers,10,8,0,17,0,3,1,19,0
17,18.0,Underdogs,4,17,0,9,2,20,0,20,0
18,19.0,U-2,2,15,0,18,1,16,0,17,0
19,20.0,N U M,2,16,0,16,0,13,0,15,0
